seller_sk	seller_id	seller_zip_code_prefix	seller_city	seller_state	first_sale_date	last_sale_date	total_orders	total_items_sold	total_sales_amount	avg_item_price	is_top_seller	dwh_create_date
2349	c2bda99904207edd1834f03e0022b007	8280	sao paulo	SP	2017-08-11	2017-09-27	2	2	79.80	39.90	0	2026-05-13 13:24:56.700
2350	c2d70ce2c5d0a2eb75e78668236e6dc8	4275	sao paulo	SP	2017-09-22	2018-08-27	13	15	2470.90	164.73	0	2026-05-13 13:24:56.700
2351	c31eff8334d6b3047ed34bebd4d62c36	13322	salto	SP	2017-11-25	2018-08-17	122	123	13191.50	107.25	0	2026-05-13 13:24:56.700
2352	c3251e13f1bbda6c74e37c160f991e19	13660	porto ferreira	SP	2017-03-18	2017-05-26	2	2	437.80	218.90	0	2026-05-13 13:24:56.700
2353	c32fc744b9160ac853450488e3cfea93	14020	ribeirao preto	SP	2018-03-19	2018-06-06	3	3	185.70	61.90	0	2026-05-13 13:24:56.700
2354	c33847515fa6305ce6feb1e818569f13	88359	brusque	SC	2018-05-09	2018-08-22	114	128	15519.85	121.25	0	2026-05-13 13:24:56.700
2355	c33a5c3c983090c8b78a28e65052a20d	88802	criciuma	SC	2018-01-15	2018-06-24	9	9	629.10	69.90	0	2026-05-13 13:24:56.700
2356	c353f8fc0ce8344999f17d578eb69a5e	90850	porto alegre	RS	2017-01-23	2017-02-06	2	2	175.98	87.99	0	2026-05-13 13:24:56.700
2357	c35672b10ad50968f567ea3f4b91e877	26551	mesquita	RJ	2017-08-21	2018-08-04	18	22	1150.57	52.30	0	2026-05-13 13:24:56.700
2358	c35affa65afd250151285c5917fc1c8a	8050	sao paluo	SP	2017-11-04	2018-06-25	9	9	5279.91	586.66	0	2026-05-13 13:24:56.700
2359	c360e4787614ed31ac7a2f95d3b22dc6	18681	lencois paulista	SP	2018-06-13	2018-06-13	1	1	188.90	188.90	0	2026-05-13 13:24:56.700
2360	c37b2059d4f90d4feead554e5246565e	5170	sao paulo	SP	2017-11-03	2018-07-02	12	16	839.30	52.46	0	2026-05-13 13:24:56.700
2361	c3867b4666c7d76867627c2f7fb22e21	14580	guara	SP	2017-03-30	2018-07-09	245	259	37153.40	143.45	0	2026-05-13 13:24:56.700
2362	c394e193cda3b4225ff2094d32184849	4104	sao paulo	SP	2018-04-19	2018-05-20	3	12	3419.88	284.99	0	2026-05-13 13:24:56.700
2363	c398bc00a606d33758afd91f4e64fd15	21740	rio de janeiro	RJ	2018-05-30	2018-06-28	2	2	150.00	75.00	0	2026-05-13 13:24:56.700
2364	c3aad7dc65449ae90a5e9c3c6c1e78e0	15350	auriflama/sp	SP	2018-08-10	2018-08-23	6	6	510.00	85.00	0	2026-05-13 13:24:56.700
2365	c3acdfac4e3e97ff87529454fbc03642	5705	sao paulo	SP	2018-03-24	2018-08-16	12	12	16788.00	1399.00	0	2026-05-13 13:24:56.700
2366	c3cfdc648177fdbbbb35635a37472c53	80610	curitiba	PR	2017-01-27	2018-08-27	278	307	43048.18	140.22	0	2026-05-13 13:24:56.700
2367	c3e1abd72a42fe690fcd89cf5720fe29	13840	mogi guacu	SP	2018-05-22	2018-08-13	13	13	1798.61	138.35	0	2026-05-13 13:24:56.700
2368	c3e2398fcc7e581cda2e546557bf6968	4781	sao paulo	SP	2018-06-23	2018-06-23	1	1	14.90	14.90	0	2026-05-13 13:24:56.700
2369	c3ee2331a724e6fc02c4b698b57a73f3	5108	sao paulo	SP	2017-11-22	2017-12-02	2	3	1347.00	449.00	0	2026-05-13 13:24:56.700
2370	c3f5668699a1b04c0fa61ecea1e2bff6	86808	apucarana	PR	2018-03-26	2018-08-02	3	3	407.81	135.94	0	2026-05-13 13:24:56.700
2371	c3fe93ba3085f92855c97e57f38c8c05	81510	curitiba	PR	2017-06-08	2018-07-24	7	7	245.00	35.00	0	2026-05-13 13:24:56.700
2372	c42fd8e4d47dfb18ce5222f2dd7752f9	6246	osasco	SP	2017-02-13	2017-05-21	7	11	466.99	42.45	0	2026-05-13 13:24:56.700
2373	c43d924a0f1688ee9fae0efcd6f539d4	20710	rio de janeiro	RJ	2016-10-09	2016-10-09	1	1	29.90	29.90	0	2026-05-13 13:24:56.700
2374	c447f8dd3ed213f291d65ef074a268eb	19802	assis	SP	2017-02-06	2017-06-19	7	8	655.00	81.88	0	2026-05-13 13:24:56.700
2375	c458e2045a8aa8964f8879af03fdcce6	9572	sao caetano do sul	SP	2017-02-12	2017-05-05	4	9	494.91	54.99	0	2026-05-13 13:24:56.700
2376	c4af86330efa7a2620772227d2d670c9	8840	mogi das cruzes	SP	2018-01-02	2018-06-15	4	4	5396.00	1349.00	0	2026-05-13 13:24:56.700
2377	c4b911d06343b21dd906651f8101cb49	17560	vera cruz	SP	2017-11-08	2017-11-09	2	2	90.98	45.49	0	2026-05-13 13:24:56.700
2378	c4d51195486dc781531876a7d00453d8	19023	presidente prudente	SP	2018-03-31	2018-06-05	17	17	11468.98	674.65	0	2026-05-13 13:24:56.700
2379	c4f7fee5b0db50e87766f5a4d1b1b758	18085	sorocaba	SP	2018-04-15	2018-07-12	8	9	11961.83	1329.09	0	2026-05-13 13:24:56.700
2380	c4fabeea6e569d42d02993bb1f4f1cbc	60741	fortaleza	CE	2018-01-12	2018-08-07	11	11	859.30	78.12	0	2026-05-13 13:24:56.700
2381	c4fb51fb1c5b7c07bc5e67be6e7e8f6e	80060	curitiba	PR	2017-07-24	2018-08-12	15	16	1567.90	97.99	0	2026-05-13 13:24:56.700
2382	c500367424994318b9e779ff1ae9a330	13145	paulinia	SP	2017-09-01	2017-12-01	9	9	4346.40	482.93	0	2026-05-13 13:24:56.700
2383	c510bc1718f0f2961eaa42a23330681a	13330	indaiatuba	SP	2018-04-17	2018-08-13	13	13	12251.00	942.38	0	2026-05-13 13:24:56.700
2384	c522be04e020c1e7b79f3acff36513d5	6501	santana de parnaiba	SP	2018-05-01	2018-08-23	7	7	739.93	105.70	0	2026-05-13 13:24:56.700
2385	c52c644cc0dc85121207a27013efc6af	36325	tiradentes	MG	2018-08-10	2018-08-10	1	2	397.80	198.90	0	2026-05-13 13:24:56.700
2386	c53bcd3be457a342a97e39e5a9f0be22	49980	neopolis	SE	2017-01-30	2018-07-22	5	5	509.50	101.90	0	2026-05-13 13:24:56.700
2387	c542f5a8c64d973f30e9df8d06f70b4a	2013	sao paulo	SP	2017-01-18	2017-01-18	1	1	81.00	81.00	0	2026-05-13 13:24:56.700
2388	c54679b132454625907c773d273d4126	11443	guaruja	SP	2018-03-27	2018-07-28	7	8	1032.00	129.00	0	2026-05-13 13:24:56.700
2389	c5e60e39c0f42b8e827daa13cff74afa	3449	sao paulo	SP	2018-08-15	2018-08-26	6	8	134.00	16.75	0	2026-05-13 13:24:56.700
2390	c5ebe6598748b0aeaa61cfb820478b92	95910	lajeado	RS	2018-07-04	2018-08-28	3	3	297.00	99.00	0	2026-05-13 13:24:56.700
2391	c5f7e746b7e6d07def6c0dae9903279b	81350	curitiba	PR	2018-04-15	2018-08-22	10	11	1429.00	129.91	0	2026-05-13 13:24:56.700
2392	c5f7feb04a6a1fb3596322bfc3cf1917	9571	sao caetano do sul	SP	2018-06-14	2018-08-17	11	11	1720.60	156.42	0	2026-05-13 13:24:56.700
2393	c60b801f2d52c7f7f91de00870882a75	7174	guarulhos	SP	2018-01-27	2018-08-21	41	41	12913.50	314.96	0	2026-05-13 13:24:56.700
2394	c611f4ce9ce875bcc063fa97fd4d7d12	12944	atibaia	SP	2018-07-31	2018-07-31	1	1	319.00	319.00	0	2026-05-13 13:24:56.700
2395	c6218512d16fcac0af02fe92691cf274	32315	contagem	MG	2017-04-11	2017-06-02	8	8	674.00	84.25	0	2026-05-13 13:24:56.700
2396	c6381b1321d7d97717a5bb4ed5b77882	4276	sao paulo	SP	2018-07-09	2018-08-09	2	3	66.00	22.00	0	2026-05-13 13:24:56.700
2397	c6381d2d013342748761e906d45aff76	93180	portao	RS	2017-10-31	2018-07-25	15	28	2042.98	72.96	0	2026-05-13 13:24:56.700
2398	c64a2aec32cc408a8a4c6d7c46017f91	95625	imbe	RS	2017-11-24	2018-02-14	9	9	3221.50	357.94	0	2026-05-13 13:24:56.700
2399	c66dccfb3f109511246da627dd5a2498	11900	registro	SP	2018-01-15	2018-08-24	45	45	12708.55	282.41	0	2026-05-13 13:24:56.700
2400	c679fb69a36e1d8349e8c50a217b4d58	95020	caxias do sul	RS	2018-07-22	2018-08-20	14	17	1825.68	107.39	0	2026-05-13 13:24:56.700
2401	c68fb906c8f4b4b946d8386bfa6e5467	14870	jaboticabal	SP	2017-03-18	2018-07-30	45	48	4541.16	94.61	0	2026-05-13 13:24:56.700
2402	c6a7539d424a8402232c2228d7a03c5e	3191	sao paulo	SP	2017-09-05	2018-05-22	10	15	607.50	40.50	0	2026-05-13 13:24:56.700
2403	c6bda72e4dbf5c5866b13cb1810c6d03	3087	sao paulo	SP	2017-07-12	2018-08-23	59	59	14059.38	238.29	0	2026-05-13 13:24:56.700
2404	c70a353f02429c00775a46a75fb787da	8275	sao paulo	SP	2018-07-17	2018-08-10	6	6	242.00	40.33	0	2026-05-13 13:24:56.700
2405	c70c1b0d8ca86052f45a432a38b73958	13186	hortolandia	SP	2018-04-06	2018-08-29	261	338	36537.37	108.10	0	2026-05-13 13:24:56.700
2406	c714262700f93defc16bf17a51a4cb23	2751	sao paulo	SP	2018-03-16	2018-05-15	4	4	421.80	105.45	0	2026-05-13 13:24:56.700
2407	c716e0b86ed568878475b60fbb6323ad	22783	rio de janeiro	SP	2018-03-26	2018-03-26	1	1	35.00	35.00	0	2026-05-13 13:24:56.700
2408	c7246702dc991a06d788120dc7544391	60440	fortaleza	CE	2018-02-19	2018-02-19	1	1	54.86	54.86	0	2026-05-13 13:24:56.700
2409	c72de06d72748d1a0dfb2125be43ba63	46430	guanambi	BA	2018-05-10	2018-08-18	21	22	17522.00	796.45	0	2026-05-13 13:24:56.700
2410	c731d18cea9bf687ffee82a241c25b11	89701	concordia	SC	2017-02-23	2018-08-27	24	26	3662.00	140.85	0	2026-05-13 13:24:56.700
2411	c747d5b92c7648417faea95d36d763e8	61800	pacatuba	CE	2017-11-24	2017-11-24	1	1	139.00	139.00	0	2026-05-13 13:24:56.700
2412	c74f14c1e26cf1bd5bd34b6a1e274426	89900	sao miguel do oeste	SC	2018-01-27	2018-01-27	1	1	39.00	39.00	0	2026-05-13 13:24:56.700
2413	c76d418370990614e89e956c7a7567d9	6787	taboao da serra	SP	2017-08-11	2017-09-12	2	2	305.24	152.62	0	2026-05-13 13:24:56.700
2414	c79151301b9d90985d1fa52879213105	87083	maringa	PR	2017-11-18	2018-04-16	4	8	322.30	40.29	0	2026-05-13 13:24:56.700
2415	c794dab4928dd97beb41d05514441e86	13160	artur nogueira	SP	2017-12-08	2018-06-24	16	16	1312.40	82.03	0	2026-05-13 13:24:56.700
2416	c7a0a13cbcf29d5ce51c8f80afdc0b89	89170	laurentino	SC	2017-10-04	2018-08-08	8	9	483.08	53.68	0	2026-05-13 13:24:56.700
2417	c7b7db6c8f3c64a7cc1afa634db21d50	4367	sao paulo	SP	2018-03-11	2018-03-11	1	1	1489.00	1489.00	0	2026-05-13 13:24:56.700
2418	c7bb64409aa480bb7d0335faaaf3d242	89218	joinville	SC	2018-06-23	2018-07-02	4	4	97.60	24.40	0	2026-05-13 13:24:56.700
2419	c7c7b2682c648339a0e9846bb1023a39	12916	braganca paulista	SP	2017-10-12	2017-12-13	2	3	168.00	56.00	0	2026-05-13 13:24:56.700
2420	c7dcd301ecfe5ab7f778ac172cf74be7	30120	belo horizonte	MG	2016-10-04	2016-10-06	4	4	457.69	114.42	0	2026-05-13 13:24:56.700
2421	c7fdb77fdbff3c41981bc52f787e959e	9111	santo andre	SP	2018-01-10	2018-07-21	10	12	696.32	58.03	0	2026-05-13 13:24:56.700
2422	c8025364abeecb115431bf95c11a747f	90630	porto alegre	RS	2018-05-16	2018-08-09	2	2	928.00	464.00	0	2026-05-13 13:24:56.700
2423	c8143b3069f6746a77421b5ce30a450c	75345	abadia de goias	GO	2017-07-02	2017-07-02	1	1	142.47	142.47	0	2026-05-13 13:24:56.700
2424	c826c40d7b19f62a09e2d7c5e7295ee2	7133	guarulhos	SP	2017-08-27	2018-08-27	354	373	45643.74	122.37	0	2026-05-13 13:24:56.700
2425	c840d3fdbba0790404fdae73d253b253	81530	curitiba	PR	2017-10-21	2018-06-29	9	14	4522.28	323.02	0	2026-05-13 13:24:56.700
2426	c8417879a15366a17c30af34c798c332	4445	sao paulo	SP	2017-02-22	2017-09-28	26	36	1767.90	49.11	0	2026-05-13 13:24:56.700
2427	c84592044b180dec206770c38603814b	1026	sao paulo	SP	2018-02-28	2018-05-22	15	15	511.94	34.13	0	2026-05-13 13:24:56.700
2428	c8467937e403e76a8ee9f0ab13f6f5ef	37704	pocos de caldas	MG	2017-09-21	2018-08-13	30	33	1853.79	56.18	0	2026-05-13 13:24:56.700
2429	c847e075301870dd144a116762eaff9a	38022	uberaba	MG	2017-02-15	2018-01-10	42	43	15348.70	356.95	0	2026-05-13 13:24:56.700
2430	c85d7b477a709c85a1e8b8f25aa1b270	9640	sao bernardo do campo	SP	2017-06-28	2017-06-28	1	2	75.00	37.50	0	2026-05-13 13:24:56.700
2431	c864036feaab8c1659f65ea4faebe1da	83605	campo largo	PR	2017-07-19	2018-08-09	58	58	10454.20	180.24	0	2026-05-13 13:24:56.700
2432	c8660dcf9ba70575f45d80fe28c27713	2040	sao paulo	SP	2017-02-07	2017-03-20	4	7	335.00	47.86	0	2026-05-13 13:24:56.700
2433	c8665a4dd081a2c436b1cd921079d0d9	14750	pitangueiras	SP	2018-06-18	2018-06-18	1	1	79.39	79.39	0	2026-05-13 13:24:56.700
2434	c8771b1a10bb99bb34d3c459c5cffb53	36512	tocantins	SP	2017-05-30	2017-05-30	1	1	64.90	64.90	0	2026-05-13 13:24:56.700
2435	c878515173c84a492ebe50d6b493230b	85880	itaipulandia	PR	2017-03-13	2017-11-15	9	10	1118.84	111.88	0	2026-05-13 13:24:56.700
2436	c87abc38c8ed3240861729e1aeadf221	5713	sao paulo	SP	2017-12-26	2017-12-26	1	1	133.00	133.00	0	2026-05-13 13:24:56.700
2437	c88f62b4c386a59281014d677864d016	86707	arapongas	PR	2017-03-04	2017-03-04	1	1	1099.00	1099.00	0	2026-05-13 13:24:56.700
2438	c89cf7c468a48af70aada384e722f9e2	25730	petropolis	RJ	2017-06-07	2018-08-06	14	14	745.00	53.21	0	2026-05-13 13:24:56.700
2439	c8b0e2b0a7095e5d8219575d5e7e1181	8598	itaquaquecetuba	SP	2017-07-12	2018-08-17	84	85	12170.21	143.18	0	2026-05-13 13:24:56.700
2440	c8b3445d737de6befde0c88ede534a5e	5734	sao paulo	SP	2017-11-17	2018-06-27	30	36	3149.04	87.47	0	2026-05-13 13:24:56.700
2441	c8c1bea22194a4eefa2dc9a9fa89f536	88210	porto belo	SC	2018-06-04	2018-08-03	7	13	1266.00	97.38	0	2026-05-13 13:24:56.700
2442	c8cc60ffd415254af5d9b9f34f32c369	18053	sorocaba	SP	2018-06-05	2018-08-15	8	9	722.20	80.24	0	2026-05-13 13:24:56.700
2443	c8e135e7b21ecbc36c1153a29d2f5a06	1411	sao paulo	SP	2017-02-01	2017-05-28	7	7	1165.50	166.50	0	2026-05-13 13:24:56.700
2444	c963a25b8671419c6ce9eebe8fd03218	23943	angra dos reis rj	RJ	2018-05-01	2018-05-01	1	1	49.00	49.00	0	2026-05-13 13:24:56.700
2445	c97aa4ee7420f937da13b7f9e2228b99	93510	novo hamburgo	RS	2018-08-17	2018-08-17	1	1	29.90	29.90	0	2026-05-13 13:24:56.700
2446	c990d6cf976a5718aaedc539f383ab88	13145	paulinia	SP	2017-10-05	2018-01-20	10	11	200.90	18.26	0	2026-05-13 13:24:56.700
2447	c9a06ece156bb057372c68718ec8909b	73020	brasilia	DF	2016-10-05	2017-02-28	14	14	4688.90	334.92	0	2026-05-13 13:24:56.700
2448	c9aafcd0621b2207c10e32c649cada4d	8011	sao paulo	SP	2018-07-14	2018-08-12	44	52	2997.25	57.64	0	2026-05-13 13:24:56.700
2449	c9c7905cffc4ef9ff9f113554423e671	6871	itapecerica da serra	SP	2017-06-02	2018-08-21	127	139	10657.18	76.67	0	2026-05-13 13:24:56.700
2450	c9d2ba8dde44a275ae06475ed1d2fafc	38400	uberlandia	MG	2017-02-06	2017-02-06	1	1	28.79	28.79	0	2026-05-13 13:24:56.700
2451	c9e5ad1f6647f5dbd1172adf6ae3cada	90240	porto alegre	RS	2017-10-23	2018-06-09	4	4	259.03	64.76	0	2026-05-13 13:24:56.700
2452	ca3bd7cd9f149df75950150d010fe4a2	4361	sao paulo	SP	2017-01-25	2018-08-06	71	138	9731.85	70.52	0	2026-05-13 13:24:56.700
2453	ca4b77513ac2040591b0d8fae6958380	9190	sando andre	SP	2018-07-15	2018-08-22	14	15	1772.45	118.16	0	2026-05-13 13:24:56.700
2454	ca5832c6960267b71041f74bb39e8b12	89820	xanxere	SC	2017-06-19	2017-06-19	1	1	79.90	79.90	0	2026-05-13 13:24:56.700
2455	ca77545ca4d2dfd1431bf61334e2fa3c	87020	maringa	PR	2018-01-02	2018-04-24	6	10	760.00	76.00	0	2026-05-13 13:24:56.700
2456	ca7c6bd577e559472af1c699de9e764e	9812	sao bernardo do campo	SP	2018-03-22	2018-04-04	6	8	148.00	18.50	0	2026-05-13 13:24:56.700
2457	caa9bc43a9fe8cf9c564ddd8a03cc4a6	12308	jacarei	SP	2018-04-16	2018-08-27	13	14	803.87	57.42	0	2026-05-13 13:24:56.700
2458	cab85505710c7cb9b720bceb52b01cee	2252	sao paulo	SP	2016-10-08	2018-08-28	206	209	11389.10	54.49	0	2026-05-13 13:24:56.700
2459	cac4c8e7b1ca6252d8f20b2fc1a2e4af	13347	indaiatuba	SP	2016-10-08	2018-08-16	75	83	4168.18	50.22	0	2026-05-13 13:24:56.700
2460	cac4e0bc1a3269fa2b6ea5e763f6115b	88351	brusque	SC	2017-11-26	2018-03-27	2	3	57.88	19.29	0	2026-05-13 13:24:56.700
2461	cac63f48c38cd7d002a7e846dcd99a23	13170	sumare	SP	2017-11-27	2018-08-18	10	10	874.00	87.40	0	2026-05-13 13:24:56.700
2462	cac876b37d3abcd6bd76caca30277996	85816	cascavel	PR	2018-02-13	2018-07-26	27	33	2229.77	67.57	0	2026-05-13 13:24:56.700
2463	cad10cc982ab6a391570c211b995c17c	18701	avare	SP	NULL	NULL	1	1	47.40	47.40	0	2026-05-13 13:24:56.700
2464	cad9969167c09b48ae6f1d123f7fa68d	37706	pocos de caldas	MG	2018-07-24	2018-07-31	2	2	43.20	21.60	0	2026-05-13 13:24:56.700
2465	cb0b3bcf14e0a709df412a99424a59d7	4255	sao paulo	SP	2018-04-05	2018-04-16	2	2	460.00	230.00	0	2026-05-13 13:24:56.700
2466	cb162c8eef257253782d245c08d9097c	6419	barueri	SP	2017-11-19	2017-11-19	1	1	34.99	34.99	0	2026-05-13 13:24:56.700
2467	cb32766839f443db85c82a43c4a6c19e	13506	rio claro	SP	2017-02-10	2017-02-26	2	2	234.00	117.00	0	2026-05-13 13:24:56.700
2468	cb3dd9ce66268c7a3ca7241ac70ab58c	3028	sao paulo	SP	2017-02-07	2018-04-23	50	52	2879.76	55.38	0	2026-05-13 13:24:56.700
2469	cb41bfbcbda0aea354a834ab222f9a59	3520	sao paulo	SP	2017-11-28	2018-07-06	12	12	4002.00	333.50	0	2026-05-13 13:24:56.700
2470	cb4a705d00e100b9732d0ca34817d441	88032	florianopolis	SC	2017-11-24	2017-11-24	1	2	998.00	499.00	0	2026-05-13 13:24:56.700
2471	cb5df0dcb9e280b1780e9d589889f2c7	15115	bady bassitt	SP	2017-01-29	2017-06-14	16	19	2934.72	154.46	0	2026-05-13 13:24:56.700
2472	cb5ff1b9715e99589f3e0c7a6afab9e3	87060	maringa	PR	2018-08-02	2018-08-21	4	4	85.00	21.25	0	2026-05-13 13:24:56.700
2473	cb6c9f5888a7a090c75beaf615925792	29100	vila velha	ES	2018-04-30	2018-08-19	11	11	779.89	70.90	0	2026-05-13 13:24:56.700
2474	cb810bd318f51b3dc3c753944d61a1fa	24240	niteroi	RJ	2018-08-16	2018-08-16	1	1	1750.00	1750.00	0	2026-05-13 13:24:56.700
2475	cb8bcce248bb1fb274ba762d8b971456	37540	santa rita do sapucai	MG	2017-01-26	2018-08-18	68	69	9402.20	136.26	0	2026-05-13 13:24:56.700
2476	cb9fb4ca75d7ba8437480e8dde64fe98	3551	sao paulo	SP	2017-06-07	2017-10-11	10	10	532.14	53.21	0	2026-05-13 13:24:56.700
2477	cbbd5ae8f53de5f5097cd8217b529e24	6544	santana de parnaiba	SP	2017-02-10	2017-02-12	2	2	351.80	175.90	0	2026-05-13 13:24:56.700
2478	cbd996ad3c1b7dc71fd0e5f5df9087e2	15081	sao jose do rio preto	SP	2017-02-15	2018-08-27	165	196	8411.04	42.91	0	2026-05-13 13:24:56.700
2479	cbf09e831b0c11f6f23ffb51004db972	9726	sbc/sp	SP	2018-05-03	2018-08-21	10	10	1535.20	153.52	0	2026-05-13 13:24:56.700
2480	cc1f04647be106ba74e62b21f358af25	2739	sao paulo	SP	2018-06-22	2018-06-22	1	1	11.90	11.90	0	2026-05-13 13:24:56.700
2481	cc3d14116804f7209f3884f6367f1152	82940	curitiba	PR	2017-05-03	2018-08-21	27	30	5477.80	182.59	0	2026-05-13 13:24:56.700
2482	cc419e0650a3c5ba77189a1882b7556a	9015	santo andre	SP	2017-01-31	2018-08-27	1706	1775	104288.42	58.75	1	2026-05-13 13:24:56.700
2483	cc5a78bbad32776dc4e3af205218368c	35501	divinopolis	MG	2018-05-08	2018-08-24	33	38	4269.18	112.35	0	2026-05-13 13:24:56.700
2484	cc63f0dd2acba93ffed4fe9f8e0321fa	15025	sao jose do rio preto	SP	2018-05-10	2018-08-24	55	63	7096.71	112.65	0	2026-05-13 13:24:56.700
2485	cc80e2f693fa6e2408f47ccf62413fc1	81050	curitiba	PR	2017-11-27	2017-12-01	2	2	420.00	210.00	0	2026-05-13 13:24:56.700
2486	cca3071e3e9bb7d12640c9fbe2301306	14940	ibitinga	SP	2016-10-03	2018-08-22	712	830	64009.89	77.12	0	2026-05-13 13:24:56.700
2487	ccada0ef508e698917a6eab263375905	85948	pato bragado	PR	2017-07-13	2017-10-05	3	3	172.80	57.60	0	2026-05-13 13:24:56.700
2488	ccb83a794700270fde70898fe9ff368b	88960	sombrio	SC	2017-02-21	2017-08-06	12	12	11062.00	921.83	0	2026-05-13 13:24:56.700
2489	ccbd753e6863fe7314dc6c0ca5a074e7	89046	blumenau	SC	2018-08-12	2018-08-12	1	1	495.00	495.00	0	2026-05-13 13:24:56.700
2490	ccc4bbb5f32a6ab2b7066a4130f114e3	80310	curitiba	PR	2017-01-07	2018-08-21	187	192	74004.62	385.44	0	2026-05-13 13:24:56.700
2491	cce6ab8d1682639fe45ab70234f1665f	81020	curitiba	SP	2017-05-31	2018-07-15	63	66	2522.70	38.22	0	2026-05-13 13:24:56.700
2492	ccf8813e5a7d6c84d865cd38bfc2b130	12080	taubate	SP	2017-08-30	2018-08-23	26	26	2635.50	101.37	0	2026-05-13 13:24:56.700
2493	cd06602b43d8800bd0afad514919d35c	4119	sao paulo	SP	2017-01-26	2018-08-04	44	53	2588.07	48.83	0	2026-05-13 13:24:56.700
2494	cd2169d9f31ff6fbb9ca3373b0c9e354	28633	nova friburgo	RJ	2018-06-15	2018-06-15	1	1	569.00	569.00	0	2026-05-13 13:24:56.700
2495	cd233f8bfa30ebfd651f47ee7d054951	16208	birigui	SP	2018-08-19	2018-08-19	1	1	79.90	79.90	0	2026-05-13 13:24:56.700
2496	cd3d09fbe6e3e9ff0c0ac0c300e93ae7	13380	nova odessa	SP	2018-06-30	2018-08-18	12	12	651.04	54.25	0	2026-05-13 13:24:56.700
2497	cd52a8efd71af3336b14b5039b951cc1	88136	palhoca	SP	2017-09-11	2017-11-25	3	3	170.80	56.93	0	2026-05-13 13:24:56.700
2498	cd68562d3f44870c08922d380acae552	14050	ribeirao preto	SP	2017-04-16	2018-06-15	125	132	18569.70	140.68	0	2026-05-13 13:24:56.700
2499	cd6efc47efaabf134f8bdb654e10b4f1	23050	rio de janeiro	RJ	2017-11-13	2018-08-15	31	32	4158.55	129.95	0	2026-05-13 13:24:56.700
2500	cd843d4cf8ef32827de0396605163ba3	36071	juiz de fora	MG	2017-07-28	2018-08-13	5	5	1915.00	383.00	0	2026-05-13 13:24:56.700
2501	cda598c48d7c614bc1cad7d8ff6f0010	15137	mirassol	SP	2018-03-17	2018-08-15	17	18	1118.60	62.14	0	2026-05-13 13:24:56.700
2502	ce20a2ec1514c25e16f2b5b39bc818f0	5186	sao paulo	SP	2018-06-01	2018-08-13	4	7	287.00	41.00	0	2026-05-13 13:24:56.700
2503	ce248b21cb2adc36282ede306b7660e5	89251	jaragua do sul	SC	2017-07-18	2018-08-04	65	66	15230.06	230.76	0	2026-05-13 13:24:56.700
2504	ce27a3cc3c8cc1ea79d11e561e9bebb6	3006	sao paulo	SP	2016-10-04	2018-08-25	135	164	10682.65	65.14	0	2026-05-13 13:24:56.700
2505	ce33c6211beaa8fef4cae8b52db39862	8655	suzano	SP	2017-02-12	2017-02-12	1	1	49.00	49.00	0	2026-05-13 13:24:56.700
2506	ce3ad9de960102d0677a81f5d0bb7b2d	20031	rio de janeiro	RJ	2018-07-30	2018-07-30	1	1	158.00	158.00	0	2026-05-13 13:24:56.700
2507	ce4755084bc097113867e6454f8f5e52	14090	ribeirao preto	SP	2018-06-12	2018-06-12	1	1	18.90	18.90	0	2026-05-13 13:24:56.700
2508	ce616e1913288884e7742faac9d981db	6711	cotia	SP	2018-05-19	2018-08-21	15	24	365.10	15.21	0	2026-05-13 13:24:56.700
2509	ce69a8021d18961dd2a40269b7c2c293	81070	curitiba	PR	2018-03-27	2018-08-20	19	19	4818.00	253.58	0	2026-05-13 13:24:56.700
2510	ce7d1888639e6fb06b2749cbfdac1ff7	37443	baependi	MG	2017-08-12	2018-08-18	78	84	11793.89	140.40	0	2026-05-13 13:24:56.700
2511	cea729054f157f5870bdd321a958d994	3161	sao paulo	SP	2018-03-27	2018-08-13	24	26	2482.10	95.47	0	2026-05-13 13:24:56.700
2512	ceaec5548eefc6e23e6607c5435102e7	3821	sao paulo	SP	2018-01-18	2018-08-15	203	211	52917.18	250.79	0	2026-05-13 13:24:56.700
2513	ceb7b4fb9401cd378de7886317ad1b47	22790	04482255	RJ	2017-08-25	2017-08-25	1	1	399.90	399.90	0	2026-05-13 13:24:56.700
2514	cecd97bc34ed8330bd4cd15713eda670	89819	cordilheira alta	SC	2018-08-13	2018-08-13	1	1	57.99	57.99	0	2026-05-13 13:24:56.700
2515	cee48807215b30a12ca2ca10ffb5f250	11431	guaruja	SP	2017-08-04	2018-08-21	39	40	7212.23	180.31	0	2026-05-13 13:24:56.700
2516	cf1313c6e2c01c2f4b014f97db4bcd2b	22050	rio de janeiro \rio de janeiro	RJ	2018-06-15	2018-08-06	5	5	315.70	63.14	0	2026-05-13 13:24:56.700
2517	cf2384dd2f1dddea3f838efed0945e65	13930	serra negra	SP	2017-03-09	2018-08-02	16	16	2101.50	131.34	0	2026-05-13 13:24:56.700
2518	cf281cf8b7affbdfe751b29cc85580e1	61760	eusebio	CE	2016-10-06	2016-10-06	1	1	64.90	64.90	0	2026-05-13 13:24:56.700
2519	cf654707ed6a99f112c7ec3d6f314b8b	4615	sao paulo	SP	2018-05-14	2018-08-14	3	4	756.00	189.00	0	2026-05-13 13:24:56.700
