order_sk	order_id	customer_sk	purchase_date_sk	order_status	total_items	total_item_amount	total_freight_amount	total_payment_amount	avg_review_score	is_delivered	delivery_days	estimated_delivery_days	is_delayed	delivery_delay_days	approval_days
84893	dd4a10d4083490eaed4d0d21bb84bf1a	5683	20180320	delivered	1	47.65	7.71	55.36	5	1	8	13	0	-5	18
84894	dd4b9b281b3184e347d861b12e4d617d	70664	20170913	delivered	1	55.90	14.14	70.04	3	1	14	21	0	-7	7
84895	dd4ca62b4abb4a5fe11f24d45b63eb79	73968	20171125	delivered	1	118.90	36.15	155.05	4	1	20	32	0	-12	2874
84896	dd4cb06a82daaa4a3853003208a89799	13432	20170906	delivered	1	89.90	14.38	104.28	5	1	12	27	0	-15	3400
84897	dd4cd6ebc3cef5658a5a0b35c7d5e417	47169	20180226	delivered	5	192.95	75.50	268.45	2	1	15	21	0	-6	1441
84898	dd4d3cf66aa23e931c9af921516324e4	37066	20180820	delivered	1	1299.65	18.41	1318.06	5	1	3	8	0	-5	21
84899	dd4d421872976011ae063357e010a0cd	51047	20171014	delivered	1	52.90	9.27	62.17	5	1	8	12	0	-4	36
84900	dd4d68bbd3083ae0ee1f51019cffc924	80317	20180126	delivered	1	29.90	15.10	45.00	3	1	11	31	0	-20	15
84901	dd4fd02da4171046f038fc4dc782ef24	82721	20180121	delivered	1	179.38	35.06	214.44	5	1	19	45	0	-26	2394
84902	dd501072091c950a1e6bb5ea9182df2a	4836	20180312	delivered	1	169.90	93.33	263.23	0	1	63	51	1	12	36
84903	dd50520e43525f813b7b2de2422b29ac	11124	20180722	delivered	1	39.90	11.30	51.20	5	1	3	9	0	-6	1093
84904	dd50563189de348b0403be6825ed14f6	77971	20171225	delivered	1	99.00	33.08	132.08	4	1	16	28	0	-12	13
84905	dd5067269f1aaad1d4d0aa55e84eb22b	8855	20170819	delivered	1	869.99	17.59	887.58	5	1	6	23	0	-17	2800
84906	dd50addabe54a9c924c82e73c4daac41	9624	20180427	delivered	1	115.00	23.39	138.39	3	1	5	24	0	-19	45
84907	dd517e36df351de8139a960329ab58da	93583	20171113	canceled	1	143.75	15.76	159.51	5	0	NULL	NULL	0	NULL	1070
84908	dd5371622a32b1a8fc1726facf274115	42587	20180425	delivered	1	12.25	7.39	19.64	4	1	5	16	0	-11	1741
84909	dd53cce9e0ce03ce45f0d42ac4317cd8	44027	20180314	delivered	2	50.00	25.58	75.58	1	1	7	19	0	-12	287
84910	dd5419332273c31581ae758c74874997	23690	20171126	delivered	1	74.90	16.28	91.18	1	1	41	24	1	17	4375
84911	dd5440d0c678a3437186c8b73d4e195d	54671	20180425	delivered	1	179.93	61.32	241.25	3	1	21	21	1	0	13
84912	dd555b9526860169f298b6172e166cbc	62615	20180518	delivered	1	29.00	7.39	36.39	5	1	3	10	0	-7	63
84913	dd563e7a7841c760917e0cf6aee3740d	47700	20180313	delivered	1	224.00	19.45	243.45	2	1	23	24	0	-1	18
84914	dd57685b48de5c49dd9c140d48079aab	27441	20170703	delivered	1	34.90	13.37	48.27	5	1	10	18	0	-8	1809
84915	dd5831f3eb10afa80b5cea07ae84e87e	85690	20180406	delivered	1	25.00	7.39	32.39	1	1	5	12	0	-7	1446
84916	dd5be9b9c0e3a99371fb16d0723543aa	49660	20180327	delivered	1	49.99	13.34	63.33	5	1	6	17	0	-11	20
84917	dd5d0d5c3c3b67e1e49686ecc9b692fc	27481	20171202	delivered	1	107.90	18.33	126.23	5	1	37	34	1	3	4523
84918	dd5e372b1df85452baaadbf338672c6e	54417	20170522	delivered	1	56.99	21.20	78.19	5	1	21	36	0	-15	1317
84919	dd5ebf00c3d8b88a41ec9c8450ec59db	87534	20170412	delivered	1	31.00	8.72	39.72	5	1	6	22	0	-16	8
84920	dd6080fd238b70c9ebb44a038b77c410	32904	20180814	delivered	1	99.90	42.99	142.89	5	1	15	50	0	-35	1869
84921	dd61367732ec07075b1e42b8772b1517	7126	20171217	delivered	1	24.99	15.10	40.09	5	1	22	31	0	-9	2731
84922	dd61571f850e8cc02065e8f2921c3bbb	88136	20180107	delivered	1	114.99	68.13	183.12	5	1	10	26	0	-16	12
84923	dd621d7d942344da783d1d390dc06f17	42055	20170430	delivered	1	119.90	27.27	147.17	4	1	23	38	0	-15	3981
84924	dd623579d6b295a30527eb68420a5eeb	29157	20180805	delivered	1	110.32	8.03	118.35	5	1	8	8	1	0	17
84925	dd63de941b6998a80f25d03116747f9d	4218	20180807	delivered	1	14.90	7.39	22.29	5	1	6	6	1	0	1092
84926	dd65743cd08075c5e3ee4f7e717eea88	57721	20170224	delivered	1	76.05	15.77	91.82	5	1	13	25	0	-12	11
84927	dd65c324819cce121f105ad9d9afa866	77994	20170415	delivered	1	59.90	17.26	77.16	4	1	12	34	0	-22	3818
84928	dd65ebf209e7f649ebd0db15a8f61b24	92284	20170704	delivered	1	24.75	12.69	37.44	5	1	7	20	0	-13	1776
84929	dd6644d86c2b8177a9ae5f51bbf7b82a	67653	20180111	delivered	1	157.77	9.30	167.07	1	1	12	19	0	-7	1790
84930	dd66c3e6a85bd67e68275e13bbc71c44	9139	20180503	delivered	1	156.00	18.97	174.97	5	1	9	29	0	-20	1694
84931	dd674328887ef6d0b5b56c06c29c594b	27959	20170929	delivered	1	59.99	9.34	69.33	4	1	6	18	0	-12	784
84932	dd67b7acc6c65e92fd2db3c8afd56b2c	94142	20180625	delivered	1	159.00	23.83	182.83	1	1	34	28	1	6	28
84933	dd6871ac691db075bd6f8e6c70576648	59431	20171113	delivered	1	59.90	16.86	76.76	1	1	29	31	0	-2	15
84934	dd68ef67523952a95a744e87a90375b9	57862	20180720	delivered	1	549.90	21.95	571.85	5	1	24	27	0	-3	5819
84935	dd691e4f12c592067339680ffc3dd443	73103	20180104	delivered	1	19.90	15.10	35.00	3	1	13	29	0	-16	11
84936	dd6a1b472e35baa63f56890e96f5ae0a	20334	20170805	delivered	1	109.90	15.52	125.42	5	1	16	26	0	-10	10
84937	dd6ac2e90734c89e307ce48401909367	65132	20180422	delivered	1	106.90	0.00	106.90	4	1	31	43	0	-12	3148
84938	dd6bfd7035613ad5676e72a428b38ba6	73095	20171125	delivered	1	139.00	19.21	158.21	3	1	23	24	0	-1	58
84939	dd6c515ece101a11e169c82b0196880f	40672	20170819	delivered	3	86.97	45.33	132.30	5	1	16	32	0	-16	14
84940	dd6ce2ca4b4f2f7b5698be76252d4c8e	83531	20170612	delivered	1	74.99	12.77	87.76	5	1	22	21	1	1	9
84941	dd6d0f11a9c3d2abdc91e95b9598b332	34101	20180111	delivered	1	1599.00	93.05	1692.05	1	1	41	49	0	-8	2748
84942	dd6e5859df4016efe3a4c9979af4ee90	34056	20180730	delivered	1	129.90	15.22	145.12	5	1	7	17	0	-10	1966
84943	dd6eb2d6d50c1539804511adb0e4fa41	31316	20170813	unavailable	0	0.00	0.00	31.75	1	0	NULL	NULL	0	NULL	21
84944	dd6ee4d96f0f3cf1432c3b82818e0387	2822	20171125	delivered	1	60.00	12.76	72.76	1	1	24	20	1	4	23
84945	dd6f0c8e93a1d569d6353f78319a340f	60597	20180225	delivered	3	159.20	37.30	196.49	5	1	8	19	0	-11	18
84946	dd70a35befb65bab7a91010576b94951	85347	20180309	delivered	1	109.90	18.65	128.55	3	1	14	26	0	-12	9
84947	dd7215a0ed61521e7b5a7964939f4e09	60999	20171120	delivered	1	120.00	53.44	173.44	5	1	17	22	0	-5	30
84948	dd7258d04983f4dfe5cb98b1ca71035e	54463	20180609	delivered	1	20.00	15.23	35.23	5	1	11	34	0	-23	28
84949	dd73d93a25e576d8dae52c7c66b3becf	43401	20170925	delivered	1	113.57	13.81	127.38	5	1	8	24	0	-16	13
84950	dd7466999a78895066f04b645789deb3	82339	20171024	delivered	1	29.99	15.10	45.09	4	1	7	21	0	-14	24
84951	dd74aa86ac49c4818ea173b6a376d8de	70521	20180203	delivered	1	49.90	11.85	61.75	4	1	23	26	0	-3	25
84952	dd754ce1eba588bc6e8abfe24e08e791	64193	20170616	shipped	1	108.99	16.39	125.38	1	0	NULL	NULL	0	NULL	9
84953	dd76a5f4fd89348d27741160d6025fc8	34556	20180808	delivered	1	39.99	9.03	49.02	5	1	2	5	0	-3	44
84954	dd7716f186ee491831aeea6aae363bad	3684	20180424	delivered	1	650.00	16.45	666.45	5	1	3	13	0	-10	280
84955	dd787ad9c97e5504d6ea0bd294906902	36126	20180814	delivered	1	39.99	18.58	58.57	1	1	22	15	1	7	13
84956	dd78f560c270f1909639c11b925620ea	90581	20180312	delivered	1	47.90	12.79	60.69	5	1	9	16	0	-7	98
84957	dd79da6ae3b43617470e33f38ebeed76	27271	20170720	delivered	1	24.90	8.27	33.17	5	1	5	15	0	-10	1960
84958	dd7a24d1088cf9ed90329fb0dee088f4	72479	20170627	delivered	1	249.00	10.31	293.07	5	1	2	13	0	-11	14
84959	dd7a2547b78d9bca7b125dfc5de75fb4	60223	20170226	delivered	1	68.90	17.22	86.12	4	1	8	33	0	-25	184
84960	dd7ac010ac0daaa2d26a974ceaf897a0	41577	20180807	delivered	1	396.18	25.49	421.67	3	1	8	14	0	-6	12
84961	dd7bd4b50d554cf0c41fb4c0cfccdedc	15759	20180615	delivered	1	36.99	14.57	51.56	5	1	6	20	0	-14	4243
84962	dd7be4063f9703a51e6508165a76763e	44918	20171005	delivered	1	89.90	13.65	103.55	5	1	11	25	0	-14	14
84963	dd7cf61b3197740df7b6bf61bbfa6994	35264	20180411	delivered	5	200.00	63.95	263.95	2	1	5	23	0	-18	15
84964	dd7e0efbe1cde6192eff0ea57a7b2888	16897	20170801	delivered	1	99.90	25.98	125.88	5	1	8	41	0	-33	16
84965	dd7fbf8b53b7ffa059c926a77c42f04f	71093	20180828	delivered	1	116.50	10.13	126.63	5	1	3	20	0	-17	14
84966	dd800b5dd3395650111f9a4539000e7d	12716	20171124	delivered	1	399.99	22.04	422.03	5	1	12	27	0	-15	16
84967	dd804880e8bbe570f05a48fe008632e2	12360	20180701	delivered	1	89.90	7.89	97.79	5	1	3	17	0	-14	1437
84968	dd80556200c2f712cc6d048888451267	10345	20180327	delivered	2	319.98	54.00	373.98	5	1	21	34	0	-13	9
84969	dd812caab973d1343bb8acb37736f55e	41034	20180329	delivered	1	55.90	17.30	73.20	5	1	13	19	0	-6	24
84970	dd822b10da74cb1d429d84daaa0d47a3	3478	20180220	delivered	1	56.99	14.15	71.14	5	1	10	24	0	-14	15
84971	dd83bcfbba569f573c6e7290d3092506	6018	20170816	delivered	1	599.00	39.55	638.55	5	1	5	35	0	-30	101
84972	dd83f07edd1cab3ae6e2fc4250f544fc	90181	20180514	delivered	1	24.33	15.23	39.56	5	1	7	24	0	-17	824
84973	dd845e1cdb19f08d029a727adc9a5a77	84954	20161010	invoiced	1	58.00	17.33	75.33	1	0	NULL	NULL	0	NULL	122
84974	dd84b69df0da011da2e46699ce4cc853	63686	20171128	delivered	1	185.00	18.54	203.54	5	1	7	28	0	-21	19
84975	dd8532619e81337caf4ddc77fb34d981	40538	20170515	unavailable	0	0.00	0.00	43.10	1	0	NULL	NULL	0	NULL	12
84976	dd85a2e16f897db080450d64a4a67628	40003	20180801	delivered	1	101.00	16.90	117.90	5	1	7	26	0	-19	9
84977	dd860e84c8713ccc97a6a06c693db178	36082	20180215	delivered	1	69.99	12.77	82.76	5	1	14	20	0	-6	1500
84978	dd861b5afa4b5008162b6591bbc43422	93601	20170611	delivered	1	51.06	17.61	68.67	4	1	15	33	0	-18	21
84979	dd8685cc92ade5d98e60812dfaffb087	75816	20180609	delivered	1	349.97	50.06	400.03	5	1	11	32	0	-21	436
84980	dd86e4d859a5706fce0ddc95025b74e5	54204	20171113	delivered	1	125.90	17.62	143.52	5	1	9	15	0	-6	2259
84981	dd873443c3a8427c7a65cfe4c9671b1a	3018	20171214	delivered	1	55.00	21.19	76.19	5	1	22	33	0	-11	12
84982	dd8895e91847869a1317a8ef7313e241	27958	20170925	delivered	1	147.13	16.66	163.79	4	1	11	22	0	-11	17
84983	dd8a350a80cdda9148a3c806549d2720	52185	20180214	delivered	1	86.90	33.06	119.96	1	1	40	27	1	13	10
84984	dd8b565021d8781e5b1a93e85ec5aba4	6400	20170619	delivered	1	99.99	13.72	113.71	4	1	8	18	0	-10	1314
84985	dd8b90a226aafeea68fd6144f173f2d7	68113	20180818	delivered	1	18.99	7.39	26.38	5	1	5	11	0	-6	3312
84986	dd8be73e85782b63839fa3ef40ac6710	82575	20180812	delivered	1	109.00	65.21	174.21	4	1	16	29	0	-13	15
84987	dd8bf285d0c34ea29f502c4669d1a19d	76163	20171212	delivered	1	118.00	9.02	127.02	5	1	3	17	0	-14	9
84988	dd8c2ff157394afacbcc50a161e1af4e	15434	20170714	delivered	1	253.00	19.02	272.02	4	1	10	24	0	-14	17
84989	dd8d09b566d888014b27cee17809db12	64836	20180208	delivered	1	71.40	16.26	87.66	1	1	21	26	0	-5	33
84990	dd8d541616639212eb325bc7d015350b	45941	20180516	shipped	1	149.90	11.18	161.08	0	0	NULL	NULL	0	NULL	16
84991	dd8df609ed4683bda8dd7515115f3b50	30617	20170909	delivered	1	299.99	27.38	327.37	4	1	9	23	0	-14	13
84992	dd8f044a145ebf7152fc8a718cbd3412	68990	20170903	delivered	5	1326.50	333.35	1659.84	5	1	9	22	0	-13	1449
84993	dd8f12312aaed12f182c3b3f1b28f5ba	65445	20180426	delivered	1	49.90	12.79	62.69	5	1	8	25	0	-17	23
84994	dd91bcebe3c4f665242db31b800a2b59	18281	20170625	shipped	1	89.90	34.79	124.69	1	0	NULL	NULL	0	NULL	1443
84995	dd92d702f2b2b89c7c6081d06fb2f47d	18109	20171128	delivered	1	104.90	12.44	117.34	5	1	2	14	0	-12	23
84996	dd93431d53b71db818ff6be24051ee98	30781	20171003	delivered	1	199.99	16.16	216.15	5	1	6	23	0	-17	13
84997	dd936caa925da4ddcfc308b3c788f643	6798	20180319	delivered	2	49.98	22.30	72.28	5	1	2	10	0	-8	12
84998	dd93ad321f58e7e25ad0dde34d747a5c	8553	20180204	delivered	1	44.99	34.15	79.14	3	1	23	31	0	-8	1430
84999	dd94f2867bcd2be2229f44d7a0df4e5b	15165	20170328	shipped	1	43.99	12.93	56.92	1	0	NULL	NULL	0	NULL	987
85000	dd95d0db9c5b772bb855486678dc8a87	87532	20180207	delivered	1	49.90	13.37	63.27	2	1	12	26	0	-14	25
85001	dd96d2bc36b1b3227d9defe815e46b7e	61967	20180709	delivered	1	17.99	7.39	25.38	4	1	2	9	0	-7	17
85002	dd9768256f9f491643fb7b53fc193b7d	61864	20180512	delivered	1	55.00	8.29	63.29	5	1	3	12	0	-9	27
85003	dd9934c610c4363619b6b0f850365725	78723	20170530	delivered	1	32.80	14.10	46.90	5	1	10	23	0	-13	11
85004	dd9943ad7ea7581875ddc0f452c13545	3770	20170319	delivered	1	45.00	14.11	59.11	4	1	8	22	0	-14	0
85005	dd9aa4781edd47b13197cd4745fa846b	663	20171230	delivered	1	69.99	7.78	77.77	2	1	10	19	0	-9	1904
85006	dd9ab4c3632ba0320014ad633ea52470	9566	20180522	delivered	2	210.00	21.60	231.60	1	1	21	17	1	4	18
85007	dd9da3d7a26689e951d0153988f8fb2c	7119	20180204	delivered	1	89.15	17.06	106.21	5	1	16	37	0	-21	38
85008	dd9ee64158bd32d93a496fb0af82f160	761	20170405	delivered	1	41.80	14.52	56.32	5	1	8	27	0	-19	62
85009	dd9fecc31cf97e9554b2d027d01470f0	18773	20171123	delivered	1	110.90	14.53	125.43	5	1	8	28	0	-20	13
85010	dda00bd9d2607be3fdb9db2abe33b9b7	86158	20180518	delivered	1	79.90	7.42	87.32	5	1	4	19	0	-15	46
85011	dda0214706ebf9c46aa0a45821bb589c	41923	20170404	delivered	1	149.80	17.79	167.59	2	1	6	29	0	-23	11
85012	dda0996054bec18cafa1ede0d62dd3cb	55559	20180803	delivered	4	301.48	105.47	406.95	1	1	7	39	0	-32	570
85013	dda0b2b9a46f5c43da98422227eaaccf	48269	20180731	delivered	1	650.00	132.19	782.19	5	1	14	16	0	-2	2516
85014	dda16909ad9bfd9cded321b79e073749	80717	20171118	delivered	1	189.99	41.28	231.27	1	1	11	19	0	-8	67
85015	dda1bffaed62982b5b1608c765989f75	19371	20180422	delivered	1	110.00	13.21	123.21	5	1	8	22	0	-14	2620
85016	dda2dbc7b1340a2c9f8743feb8cbc432	38616	20180801	delivered	1	66.90	9.22	76.12	1	1	7	5	1	2	9
85017	dda34d917fca93319316d959e22b9289	24485	20170222	delivered	1	1099.00	47.20	1146.20	4	1	23	41	0	-18	1579
85018	dda3f9f30f216722d8012c30ba016663	74219	20180406	delivered	2	200.00	29.58	229.58	5	1	6	18	0	-12	13
85019	dda40954d6373d50d10f2b761c69ac7e	58243	20170611	delivered	1	66.99	17.72	84.71	3	1	8	33	0	-25	14
85020	dda427569144edf4a458f8fed9d5ca4a	78442	20170905	delivered	1	59.00	15.16	74.16	1	1	13	29	0	-16	804
85021	dda49ab2822cbc8fa455bd3f699b39c3	28315	20170923	delivered	1	119.90	18.09	137.99	5	1	11	31	0	-20	16
85022	dda50b827d23598558e8d9df7a56c3e7	17189	20171216	delivered	1	89.99	18.20	108.19	5	1	18	37	0	-19	16
85023	dda6159b6aed44fa0e12c2e7ebc710d3	24342	20170929	delivered	1	40.00	58.90	98.90	5	1	7	19	0	-12	11
85024	dda7cf31684a98205550865020745d09	41519	20180427	delivered	1	36.50	15.23	51.73	3	1	24	40	0	-16	20
85025	dda7e9dc97ce2a40812663bc5e279c71	20874	20180415	delivered	4	96.00	31.48	127.48	5	1	4	18	0	-14	7
85026	dda7f5aa048d24b2d639d470786b0564	59758	20171208	delivered	1	99.00	15.45	114.45	5	1	38	31	1	7	8
85027	dda8f75fb8054c3ca6c30c815b3afa62	69849	20180314	delivered	1	55.00	7.39	62.39	3	1	3	12	0	-9	11
85028	dda92d3694d95fdaa89640d8cccfa8a0	28460	20171113	delivered	1	249.99	78.77	328.76	5	1	17	24	0	-7	4031
85029	ddaa89a57ddbb5a6a13354725dda9140	3819	20171118	delivered	1	1299.90	51.13	1351.03	5	1	19	34	0	-15	4588
85030	ddaacb72e21c68c2863a84aa4b3e281d	22764	20171020	delivered	2	44.80	15.56	60.36	5	1	4	12	0	-8	111
85031	ddab33a3767adc5482ce342389003a52	61305	20180203	delivered	1	74.85	54.96	129.81	5	1	17	33	0	-16	4015
85032	ddad987b1ab585281640b4b7e7261ede	37372	20180122	delivered	1	89.80	15.38	113.77	5	1	16	30	0	-14	151
85033	ddaec6fff982b13e7e048b627a11d6da	368	20161004	canceled	0	0.00	0.00	116.99	1	0	NULL	NULL	0	NULL	NULL
85034	ddb0d201c7d2c8ce0e966d98128d16e9	21203	20171001	delivered	1	33.00	8.72	41.72	5	1	4	17	0	-13	13
85035	ddb18ea9ad3aa3a2ab5420b75a12458b	22183	20170430	delivered	1	300.00	25.92	325.92	5	1	16	32	0	-16	8
85036	ddb28e64f7c595f1023404edab2df6c7	3198	20171115	delivered	1	45.99	11.85	57.84	4	1	12	23	0	-11	10
85037	ddb33b0aa1ca6227208f0ca0564f0696	68522	20180417	delivered	4	322.68	68.98	391.66	2	1	6	23	0	-17	13
85038	ddb34cd42a4f007c29595d7d57caac94	47336	20180319	delivered	1	46.90	12.79	59.69	5	1	8	17	0	-9	21
85039	ddb4aab3495ab19d0fa7dbb5aeb703b9	34757	20180108	delivered	1	69.90	13.08	82.98	3	1	3	18	0	-15	1275
85040	ddb4b2115723295bbe34444bbcb2c1d5	82409	20180810	delivered	1	159.00	61.39	220.39	5	1	19	41	0	-22	11
85041	ddb580e0827e6b997875e7b5612b8093	83234	20170717	unavailable	0	0.00	0.00	48.75	1	0	NULL	NULL	0	NULL	15
85042	ddb7a8a2786d0021954b09fd87426bec	69282	20180331	delivered	1	12.00	7.39	19.39	5	1	4	12	0	-8	46
85043	ddb831adbe504c02601f03328420af4d	57822	20180322	delivered	1	169.90	22.90	192.80	1	1	57	32	1	25	40
85044	ddb860efe17d6082630b99db1200b1c0	9986	20180820	delivered	1	132.00	17.11	149.11	5	1	7	17	0	-10	326
85045	ddb980db437e5a69e48989e4f4dab66e	13079	20171025	delivered	1	59.99	16.18	76.17	4	1	12	22	0	-10	13
85046	ddb9e8975cd9123fd5336811c747faa2	5529	20180307	delivered	1	36.00	9.82	45.82	3	1	8	12	0	-4	15
85047	ddba311fbcd3b55e2964aadd8ca8d231	59733	20180824	delivered	1	109.90	11.79	121.69	5	1	6	13	0	-7	11
85048	ddba9859eaa6e81ea4f2ed0263d29291	45090	20180624	delivered	1	49.90	19.54	69.44	4	1	5	32	0	-27	19
85049	ddbb7810ee091e41be585fc08828020f	21955	20180429	delivered	1	170.00	13.63	183.63	1	1	4	16	0	-12	23
85050	ddbbf91a5dc91f4757ad2ed77ab9616b	994	20180701	delivered	2	25.80	14.78	40.58	1	1	2	15	0	-13	22
85051	ddbc0e193a190c97a92bdb12aed510b8	50428	20180811	delivered	1	95.28	12.13	107.41	5	1	5	9	0	-4	3293
85052	ddbc3c65368eb9c4bcb2f1dc4feaea56	66971	20171115	delivered	1	23.99	7.78	31.77	5	1	5	19	0	-14	454
85053	ddbcecddeac25c47d0e7fe54d81640fd	58945	20180615	delivered	1	35.00	15.35	50.35	4	1	9	26	0	-17	26
85054	ddbd05e605996c42f8752c69e235f519	22347	20171123	delivered	1	39.90	17.92	57.82	5	1	12	28	0	-16	12
85055	ddbd18a3c587a447c80279ce230170f8	8386	20180123	delivered	1	188.00	16.07	204.07	5	1	14	31	0	-17	14
85056	ddbdd2d1389314951bcd19560cac6ceb	26864	20170805	delivered	1	48.90	16.11	65.01	5	1	11	24	0	-13	2957
85057	ddbe4f58b06d8793a3c77c114b180574	67335	20180416	delivered	1	179.90	71.25	251.15	5	1	31	35	0	-4	60
85058	ddbee74a2a5acaf9c9c17fb5671e13a9	35363	20180819	delivered	1	499.00	62.64	561.64	5	1	8	24	0	-16	1244
85059	ddbf66b94fb46c0d9e1eef69973da063	22964	20180814	delivered	1	134.90	20.13	155.03	5	1	13	16	0	-3	1431
85060	ddc162708923f29398f06661ac27c18a	86325	20180509	delivered	1	99.90	0.00	99.90	5	1	24	23	1	1	1189
85061	ddc18af6ae773bf05e10a4f26aaf0b33	80346	20180625	delivered	1	93.80	14.24	108.04	5	1	3	21	0	-18	11
85062	ddc1ad74baf8bdaaaf50180cccb24d71	61646	20171222	delivered	1	159.90	20.36	180.26	5	1	13	38	0	-25	23
85063	ddc248e53783054c5f4db2e785d9543a	36476	20180323	delivered	1	69.00	15.36	84.36	5	1	13	26	0	-13	12
85064	ddc3af0538e1279d548f8e4f6cbcc9de	50301	20180810	delivered	3	89.97	57.10	147.07	5	1	11	13	0	-2	419
85065	ddc3b6d5a6e5e69a831ca246a5eefce0	45033	20171011	delivered	1	28.99	15.10	44.09	4	1	12	26	0	-14	14
85066	ddc3d480190a889acc51fb21d634c044	29236	20170906	delivered	1	259.90	13.32	273.22	4	1	10	19	0	-9	11
85067	ddc57d09a9d61d33de3fb2ddf173f31f	59320	20171018	delivered	1	37.90	34.15	72.05	5	1	13	27	0	-14	15
85068	ddc5df3b1c497720bae1692c170baec0	475	20171124	delivered	1	148.90	43.45	192.35	5	1	12	32	0	-20	140
85069	ddc5ef5f86c69f1a29ff3e05e3fc54ab	41906	20171128	delivered	1	19.90	16.79	36.69	5	1	28	28	1	0	14
85070	ddc6156f6a074fb9937e7f079dd758d3	8880	20180725	delivered	2	59.80	36.62	96.42	5	1	8	29	0	-21	1636
85071	ddc6397d6300a0416f6f40c48f6aca70	36628	20180519	delivered	1	69.90	22.20	92.10	5	1	19	25	0	-6	22
85072	ddc6de714ab6793dd55ef3b191352906	49909	20170803	delivered	2	29.98	15.56	45.54	5	1	5	13	0	-8	41
85073	ddc6faf8f6c347a8c369d7c2b7cc6989	73791	20180529	delivered	1	43.00	18.23	61.23	4	1	17	36	0	-19	79
85074	ddc75e18227aa517946c2239d18d1300	93172	20180727	delivered	1	199.00	35.47	234.47	5	1	6	19	0	-13	45
85075	ddc7c19ba9ea65183373ed66beabe356	43259	20180621	delivered	1	19.90	18.24	38.14	4	1	6	25	0	-19	25
85076	ddc7e0a6253bc5f668507296a8d17c85	88565	20170605	delivered	1	49.90	8.72	58.62	5	1	4	14	0	-10	10
85077	ddc7f4a64323c9c3bdbce657dc3e9973	47634	20180107	delivered	1	39.99	7.78	47.77	3	1	4	22	0	-18	9
85078	ddca7a5427d96087ea1402cb4375ed3d	68850	20171123	delivered	1	127.00	14.64	141.64	5	1	8	20	0	-12	11
85079	ddcb87eddf4da29aafd1be7658fcef4f	1082	20180304	delivered	1	22.99	11.73	34.72	4	1	9	18	0	-9	2286
85080	ddcb9f924091ed9cc49b9c78d37d48b6	11837	20170417	delivered	1	299.99	22.22	322.21	1	1	15	29	0	-14	17
85081	ddcc0f4f6de9d30500e9e39e2127046d	90175	20180701	delivered	1	118.00	27.81	145.81	5	1	11	29	0	-18	11
85082	ddcc7bc75d833f11bb5c8a7c1eda0c17	807	20171120	delivered	2	120.00	25.52	145.52	3	1	7	17	0	-10	16
85083	ddcd959778bf4fcb56c41d1656f1e0a8	8864	20170507	delivered	1	139.90	16.74	156.64	3	1	5	26	0	-21	11
85084	ddcdf215808306b8919f3cab54d88247	29664	20180309	delivered	1	95.90	18.55	114.45	1	1	28	24	1	4	16
85085	ddce482cc1785da2ee00c010675508d3	3678	20180505	delivered	1	34.99	18.23	53.22	5	1	5	17	0	-12	10
85086	ddce97ee9ee3a874f3dda279ee4dcbf0	22624	20180409	delivered	1	149.90	15.14	165.04	4	1	4	17	0	-13	24
85087	ddcf5361d96d9fccf2ad351bfb96a58f	15319	20170317	delivered	1	34.90	17.19	52.09	5	1	13	32	0	-19	0
85088	ddcf6c758c04fe3f2e0d1ae301ec5f40	94507	20170411	delivered	1	39.90	17.78	66.62	4	1	28	37	0	-9	1217
85089	ddd05ce5cf8b84ccf7f200b027c7753f	93271	20171218	delivered	1	29.90	12.48	42.38	5	1	4	46	0	-42	91
85090	ddd1cd1f0c2ecee8f709cd6c8d22daab	5552	20180724	delivered	1	80.00	19.75	99.75	5	1	7	21	0	-14	37
85091	ddd20a4c7ae0b71b01db1844ef9659cd	26757	20180530	delivered	1	189.00	51.82	240.82	5	1	29	58	0	-29	1179
85092	ddd254b7f860427ef2a3edd452c9aa4d	88358	20180116	delivered	1	35.90	16.79	52.69	5	1	20	24	0	-4	12
85093	ddd2d769f053c55c39e69fcace5f5eb5	89295	20180104	delivered	1	73.90	9.34	83.24	5	1	4	18	0	-14	10
85094	ddd71c8539788a710549849a7dcaebde	9864	20180221	delivered	1	99.00	17.13	116.13	5	1	23	27	0	-4	1068
85095	ddd72c925f9bdf6faa7d6a9dbbd6b907	28267	20180513	delivered	1	200.00	18.98	218.98	4	1	5	16	0	-11	16
85096	ddd7e1f8c4e3b5f791b57bd791f38eef	7225	20180520	delivered	1	110.00	20.65	130.65	5	1	16	16	1	0	12
85097	ddd825e286b58aca3f41de496744dc1e	84086	20180529	delivered	1	78.00	23.13	101.13	5	1	9	44	0	-35	15
85098	ddd9c425db13b8b55a6dc676634ea208	18525	20180730	delivered	2	131.80	27.60	159.40	5	1	15	28	0	-13	1032
85099	ddda97894b0f0b42d8e7a4f28dda93a6	13893	20171027	delivered	1	219.99	15.14	235.13	4	1	10	14	0	-4	5470
85100	dddb05d44cc0328777c8d87c479b3680	91667	20180502	delivered	1	129.90	15.76	145.66	5	1	6	23	0	-17	41
85101	dddb0be31f3ee940cb28224f09315978	78708	20180222	delivered	1	239.90	26.96	266.86	5	1	12	32	0	-20	40
85102	dddc39f5e5e0fa66470e4fd815a31c5d	57552	20180711	delivered	1	89.00	23.34	112.34	5	1	13	34	0	-21	17
