seller_sk	total_orders	total_items_sold	total_revenue	avg_order_value	avg_item_price	avg_review_score	avg_delivery_days	delay_rate	repeat_customer_rate	seller_segment	dwh_create_date
904	2	2	1824.56	912.28	871.50	4.5	24.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2441	7	13	1558.73	119.90	97.38	5	8.46	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1468	313	382	53504.76	140.06	118.62	4.03	15.2	11.26	7.33	HIGH_PERFORMER	2026-05-15 08:45:03.073
549	167	173	15122.37	87.41	73.34	4.09	9.62	6.36	4.62	REGULAR	2026-05-15 08:45:03.073
1213	37	44	3210.39	72.96	51.96	4.3	13.11	0.00	13.64	REGULAR	2026-05-15 08:45:03.073
2796	5	11	338.25	30.75	18.45	3.55	9	9.09	0.00	REGULAR	2026-05-15 08:45:03.073
2819	646	736	52507.88	71.34	57.78	4.13	9.86	7.47	10.05	HIGH_PERFORMER	2026-05-15 08:45:03.073
2155	149	152	46515.06	306.02	288.59	4.16	16.53	13.16	3.95	REGULAR	2026-05-15 08:45:03.073
526	2	2	52.27	26.14	11.85	4.5	8.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1760	13	21	2745.95	130.76	100.65	3.48	18.19	4.76	4.76	REGULAR	2026-05-15 08:45:03.073
2424	350	369	50665.85	137.31	122.34	4.02	13.07	8.94	2.98	HIGH_PERFORMER	2026-05-15 08:45:03.073
3088	16	16	2853.90	178.37	146.99	3.69	10.07	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
921	8	8	5465.49	683.19	654.40	4.5	6.88	0.00	25.00	REGULAR	2026-05-15 08:45:03.073
257	2	2	141.15	70.58	51.03	5	5.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2842	1	1	31.18	31.18	22.30	5	8	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2447	14	14	5229.62	373.54	334.92	3	11.64	0.00	7.14	REGULAR	2026-05-15 08:45:03.073
2988	2	2	304.00	152.00	134.99	3.5	19.5	50.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
2378	17	17	12038.35	708.14	674.65	3.94	23.65	29.41	0.00	REGULAR	2026-05-15 08:45:03.073
718	9	11	622.38	56.58	40.71	4.73	12.73	0.00	9.09	REGULAR	2026-05-15 08:45:03.073
1050	8	9	1166.09	129.57	117.26	4.89	4.56	0.00	11.11	REGULAR	2026-05-15 08:45:03.073
2046	3	3	147.30	49.10	24.90	4.33	9.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1299	1	1	1759.04	1759.04	1699.00	5	12	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
967	1	1	167.96	167.96	140.00	5	13	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2295	1	1	125.64	125.64	102.00	5	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
3065	287	298	68732.73	230.65	215.39	4.32	10.63	8.72	5.37	HIGH_PERFORMER	2026-05-15 08:45:03.073
2733	13	13	2089.30	160.72	133.48	4.08	8.55	0.00	15.38	REGULAR	2026-05-15 08:45:03.073
280	108	121	11376.81	94.02	75.74	3.98	8.12	2.48	1.65	REGULAR	2026-05-15 08:45:03.073
1737	16	16	1888.64	118.04	100.29	4.63	9.88	6.25	0.00	REGULAR	2026-05-15 08:45:03.073
1608	21	24	3084.84	128.54	112.18	3.67	12.22	4.17	8.33	REGULAR	2026-05-15 08:45:03.073
612	18	20	7025.88	351.29	332.89	3.85	14.8	5.00	5.00	REGULAR	2026-05-15 08:45:03.073
1405	4	6	311.43	51.91	33.49	4.33	27.33	16.67	0.00	REGULAR	2026-05-15 08:45:03.073
672	2	2	88.56	44.28	26.00	5	5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2341	2	4	556.56	139.14	119.90	4.5	25.25	25.00	0.00	REGULAR	2026-05-15 08:45:03.073
2673	2	2	164.85	82.43	67.90	5	8.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1654	179	209	20509.30	98.13	79.20	4	11.8	2.87	11.96	REGULAR	2026-05-15 08:45:03.073
363	115	130	18559.18	142.76	123.63	4.2	7.67	4.62	6.92	REGULAR	2026-05-15 08:45:03.073
1691	54	60	4834.83	80.58	67.19	4.35	10.25	6.67	8.33	REGULAR	2026-05-15 08:45:03.073
1359	13	14	2988.68	213.48	189.63	4.43	9.43	14.29	0.00	REGULAR	2026-05-15 08:45:03.073
1986	9	9	1536.97	170.77	151.09	2.56	9.75	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2982	32	32	26790.59	837.21	770.78	4.38	13.88	12.50	3.13	REGULAR	2026-05-15 08:45:03.073
31	4	4	748.64	187.16	130.66	4.75	12.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
658	1	1	35.96	35.96	25.00	0	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
217	135	135	30342.69	224.76	198.33	4.49	15.02	1.48	3.70	REGULAR	2026-05-15 08:45:03.073
466	6	18	743.67	41.32	28.28	2.22	11.24	0.00	55.56	LOW_REVIEW	2026-05-15 08:45:03.073
1551	40	49	7395.54	150.93	130.10	4.24	8.67	4.08	6.12	REGULAR	2026-05-15 08:45:03.073
2879	1	1	327.25	327.25	289.90	5	15	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1800	1	1	60.40	60.40	29.99	3	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
864	33	34	666.00	19.59	10.16	5	10.76	0.00	64.71	REGULAR	2026-05-15 08:45:03.073
2192	7	8	457.03	57.13	44.11	4.88	7.88	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2487	3	3	231.96	77.32	57.60	3.67	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
3028	1	1	194.85	194.85	161.99	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1153	1	1	327.49	327.49	292.99	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2925	14	14	6605.20	471.80	417.93	4.64	9.64	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2092	3	9	417.92	46.44	33.57	3.22	8.78	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2238	38	38	45523.50	1197.99	1163.49	4.42	9.97	5.26	0.00	REGULAR	2026-05-15 08:45:03.073
2779	1	1	343.90	343.90	285.00	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2716	8	8	1117.19	139.65	122.30	4.63	11.38	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2218	5	5	320.36	64.07	46.30	4.2	10.2	0.00	20.00	REGULAR	2026-05-15 08:45:03.073
297	3	4	945.43	236.36	224.00	3.75	5.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2882	1	1	6726.66	6726.66	6499.00	5	12	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2739	7	8	597.62	74.70	58.88	3.38	13.25	25.00	0.00	REGULAR	2026-05-15 08:45:03.073
3071	6	6	1215.96	202.66	180.97	4.5	6	16.67	16.67	REGULAR	2026-05-15 08:45:03.073
844	518	539	139311.04	258.46	236.68	4.13	11.73	6.12	3.34	TOP_SELLER	2026-05-15 08:45:03.073
177	3	4	352.64	88.16	74.15	5	9	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1840	73	73	51245.37	701.99	680.00	3.88	10.05	2.74	6.85	HIGH_PERFORMER	2026-05-15 08:45:03.073
2504	131	160	12827.67	80.17	65.97	3.27	9.92	1.88	3.75	REGULAR	2026-05-15 08:45:03.073
1508	5	5	882.07	176.41	159.90	3.8	43.5	20.00	0.00	REGULAR	2026-05-15 08:45:03.073
509	3	4	570.83	142.71	127.73	5	5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1173	1	1	151.04	151.04	98.00	5	14	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1199	735	792	128282.48	161.97	144.25	4.14	12.92	9.34	6.31	TOP_SELLER	2026-05-15 08:45:03.073
154	38	61	6796.29	111.41	93.60	3.51	14.18	19.67	3.28	REGULAR	2026-05-15 08:45:03.073
1863	90	189	6513.85	34.46	22.11	3.8	8.59	4.76	4.23	REGULAR	2026-05-15 08:45:03.073
2859	12	12	3897.31	324.78	309.08	3.67	12.92	16.67	0.00	REGULAR	2026-05-15 08:45:03.073
818	1	1	52.07	52.07	34.90	1	6	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1150	1	1	1370.41	1370.41	1322.64	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2547	88	103	5610.63	54.47	39.60	3.56	16.77	17.48	8.74	REGULAR	2026-05-15 08:45:03.073
1385	35	38	4158.65	109.44	93.08	3.68	13.34	26.32	10.53	REGULAR	2026-05-15 08:45:03.073
1883	43	45	5987.28	133.05	107.32	4.11	12.23	2.22	8.89	REGULAR	2026-05-15 08:45:03.073
134	2	2	201.27	100.64	79.44	5	6.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2049	1	1	1025.24	1025.24	978.00	5	16	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
632	1	1	137.02	137.02	119.99	5	6	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2198	31	39	3053.20	78.29	56.96	4.21	11.47	15.38	0.00	REGULAR	2026-05-15 08:45:03.073
2690	332	372	63990.08	172.02	146.47	4.14	12.79	4.03	2.69	HIGH_PERFORMER	2026-05-15 08:45:03.073
2149	10	11	964.08	87.64	62.25	4.64	12.09	9.09	9.09	REGULAR	2026-05-15 08:45:03.073
2026	6	6	1041.04	173.51	143.83	3.67	21.5	33.33	0.00	DELAY_RISK	2026-05-15 08:45:03.073
2696	14	16	1946.45	121.65	103.38	4.06	14.31	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2524	11	12	3812.07	317.67	263.84	4.5	6.08	0.00	8.33	REGULAR	2026-05-15 08:45:03.073
1485	7	7	1768.90	252.70	220.79	4.29	15.43	14.29	0.00	REGULAR	2026-05-15 08:45:03.073
1983	1	1	137.09	137.09	120.00	5	21	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
532	1	1	119.69	119.69	99.80	5	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
11	103	135	14969.99	110.89	93.96	3.76	15.7	4.44	14.07	REGULAR	2026-05-15 08:45:03.073
2006	6	13	7055.50	542.73	520.62	2.38	19.86	7.69	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2175	142	163	8983.24	55.11	39.78	4.01	9.71	2.45	7.36	REGULAR	2026-05-15 08:45:03.073
1342	40	56	2733.56	48.81	34.82	4.52	8.22	0.00	14.29	REGULAR	2026-05-15 08:45:03.073
675	12	13	850.02	65.39	47.93	4	9.69	0.00	7.69	REGULAR	2026-05-15 08:45:03.073
2839	9	9	528.30	58.70	45.79	4.5	7.22	0.00	33.33	REGULAR	2026-05-15 08:45:03.073
1365	67	84	8881.58	105.73	92.18	3.42	21.12	10.71	9.52	REGULAR	2026-05-15 08:45:03.073
652	21	24	2033.27	84.72	64.67	4.75	11.25	0.00	12.50	REGULAR	2026-05-15 08:45:03.073
111	5	5	222.13	44.43	33.93	3	5.4	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2816	22	30	2823.10	94.10	69.89	4.47	9.5	0.00	3.33	REGULAR	2026-05-15 08:45:03.073
1193	2	2	686.24	343.12	300.00	3	25	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
824	3	3	306.97	102.32	84.27	4.67	4	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1906	1	1	195.43	195.43	180.00	1	37	100.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1963	64	79	3873.25	49.03	34.95	3.87	11.55	6.33	6.33	REGULAR	2026-05-15 08:45:03.073
54	16	16	2922.33	182.65	160.99	4.31	11.53	6.25	0.00	REGULAR	2026-05-15 08:45:03.073
303	10	10	3183.43	318.34	294.35	3.9	11.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2212	26	28	3630.03	129.64	108.83	4.07	10.29	7.14	0.00	REGULAR	2026-05-15 08:45:03.073
1465	15	15	1311.08	87.41	72.47	4.27	8.6	6.67	6.67	REGULAR	2026-05-15 08:45:03.073
1714	77	88	5442.22	61.84	42.37	4.41	11.36	2.27	1.14	REGULAR	2026-05-15 08:45:03.073
2461	10	10	1014.62	101.46	87.40	4.8	7.3	0.00	40.00	REGULAR	2026-05-15 08:45:03.073
552	7	7	646.62	92.37	75.49	3.86	7.14	14.29	0.00	REGULAR	2026-05-15 08:45:03.073
446	107	116	13261.13	114.32	99.76	4.38	9.96	5.17	3.45	REGULAR	2026-05-15 08:45:03.073
944	3	3	740.50	246.83	228.00	3.67	6	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2567	34	38	2968.77	78.13	63.46	3.37	12	13.16	5.26	REGULAR	2026-05-15 08:45:03.073
1073	29	30	1681.11	56.04	40.37	4.03	15.45	13.33	10.00	REGULAR	2026-05-15 08:45:03.073
1571	3	9	257.32	28.59	19.99	5	5.11	0.00	88.89	REGULAR	2026-05-15 08:45:03.073
2069	5	5	403.43	80.69	55.53	4.2	11.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1926	19	22	2419.33	109.97	86.94	4.23	14.55	9.09	22.73	REGULAR	2026-05-15 08:45:03.073
1677	2	2	294.70	147.35	126.45	2	6	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
91	3	7	327.40	46.77	34.46	4.29	14.14	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
340	5	5	926.72	185.34	165.00	5	7.6	0.00	20.00	REGULAR	2026-05-15 08:45:03.073
2759	1	1	57.47	57.47	44.50	5	5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
3008	1	1	106.39	106.39	90.00	5	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2945	6	6	226.81	37.80	24.77	4	7.83	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2404	6	6	336.94	56.16	40.33	4.67	6.83	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2318	1	1	557.72	557.72	520.00	4	11	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1322	1	1	1255.71	1255.71	1107.00	5	9	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
695	1	1	19.29	19.29	11.90	5	7	0.00	100.00	REGULAR	2026-05-15 08:45:03.073
1379	76	97	13399.41	138.14	123.37	4.2	10.8	9.28	4.12	REGULAR	2026-05-15 08:45:03.073
1130	17	21	3409.38	162.35	142.48	2.33	12.86	19.05	4.76	LOW_REVIEW	2026-05-15 08:45:03.073
887	29	30	8435.21	281.17	253.20	3.9	16.64	13.33	6.67	REGULAR	2026-05-15 08:45:03.073
1136	2	2	393.61	196.81	174.40	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
881	2	2	297.20	148.60	135.00	4.5	7.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
3045	2	2	190.16	95.08	81.40	2.5	14	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
3051	3	3	548.27	182.76	164.85	4.67	18.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
489	2	2	757.75	378.88	329.00	2	10	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1030	1	1	179.46	179.46	169.90	4	NULL	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1528	11	11	860.94	78.27	60.55	3.64	14.38	9.09	0.00	REGULAR	2026-05-15 08:45:03.073
987	1	1	45.96	45.96	35.00	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2653	1	1	148.15	148.15	135.99	5	3	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1920	13	16	1331.87	83.24	65.93	3.75	12.88	6.25	6.25	REGULAR	2026-05-15 08:45:03.073
589	30	30	2955.67	98.52	85.14	4.17	17.03	16.67	0.00	REGULAR	2026-05-15 08:45:03.073
2510	77	83	14678.56	176.85	140.11	4.13	14.25	8.43	6.02	REGULAR	2026-05-15 08:45:03.073
3002	90	99	7951.76	80.32	60.10	3.67	11.2	10.10	4.04	REGULAR	2026-05-15 08:45:03.073
838	33	36	5286.04	146.83	125.19	3.69	7.18	5.56	5.56	REGULAR	2026-05-15 08:45:03.073
1671	19	23	2945.00	128.04	105.14	3.87	8.26	0.00	4.35	REGULAR	2026-05-15 08:45:03.073
2753	2	2	231.34	115.67	99.45	4	5.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1428	7	7	673.66	96.24	82.31	4.29	4.83	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2361	245	259	42197.18	162.92	143.45	3.81	15.14	10.42	9.65	REGULAR	2026-05-15 08:45:03.073
197	9	9	1459.53	162.17	143.89	3.89	9.88	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1279	6	6	862.96	143.83	119.93	3.83	4.8	0.00	16.67	REGULAR	2026-05-15 08:45:03.073
738	1	1	62.38	62.38	49.90	5	5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1820	1	1	168.29	168.29	146.99	1	22	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2902	1	1	1227.78	1227.78	1199.00	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
214	531	558	21626.72	38.76	21.27	4.13	14.34	6.27	3.23	REGULAR	2026-05-15 08:45:03.073
2467	2	2	265.51	132.76	117.00	3	19.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2135	15	17	1569.24	92.31	69.21	4.47	8.24	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2799	7	7	292.63	41.80	29.20	3.71	35.71	14.29	0.00	REGULAR	2026-05-15 08:45:03.073
2112	6	6	694.01	115.67	90.59	3.67	15	16.67	0.00	REGULAR	2026-05-15 08:45:03.073
569	5	5	761.29	152.26	136.62	4.8	8.4	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1448	5	9	927.05	103.01	79.66	4.78	9.89	0.00	11.11	REGULAR	2026-05-15 08:45:03.073
901	11	12	691.09	57.59	42.40	3.83	7.42	8.33	8.33	REGULAR	2026-05-15 08:45:03.073
237	10	11	1431.41	130.13	106.22	4.09	7.09	0.00	36.36	REGULAR	2026-05-15 08:45:03.073
2776	14	15	631.47	42.10	29.14	3.8	6.93	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1780	1	1	179.12	179.12	159.90	1	13	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2444	1	1	68.32	68.32	49.00	5	6	0.00	100.00	REGULAR	2026-05-15 08:45:03.073
2822	1	1	141.39	141.39	119.90	4	12	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2962	110	117	4557.50	38.95	25.72	3.83	10.97	6.84	4.27	REGULAR	2026-05-15 08:45:03.073
383	11	11	718.31	65.30	50.09	4.55	9.45	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
970	50	68	6883.95	101.23	58.30	3.93	15.15	10.29	1.47	REGULAR	2026-05-15 08:45:03.073
2298	7	7	3182.52	454.65	419.14	3.57	14.8	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2968	2	2	223.20	111.60	95.40	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1634	1	1	1638.72	1638.72	1599.00	5	3	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1047	4	4	541.08	135.27	104.90	4.5	10.5	0.00	25.00	REGULAR	2026-05-15 08:45:03.073
1657	300	334	37856.44	113.34	92.04	4.34	10.78	5.39	5.99	REGULAR	2026-05-15 08:45:03.073
2321	28	28	4094.68	146.24	132.04	4.36	10.75	10.71	7.14	REGULAR	2026-05-15 08:45:03.073
2985	1	1	42.77	42.77	34.99	5	3	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
360	1	1	166.71	166.71	149.90	1	35	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
924	365	391	50874.89	130.11	110.12	4.16	13.03	4.60	9.46	HIGH_PERFORMER	2026-05-15 08:45:03.073
1757	152	174	25411.14	146.04	124.21	4.03	14.33	14.37	5.75	REGULAR	2026-05-15 08:45:03.073
429	4	4	575.07	143.77	126.10	4.75	9.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2421	10	12	871.88	72.66	58.03	3.33	17.82	16.67	0.00	REGULAR	2026-05-15 08:45:03.073
1588	2	3	768.94	256.31	242.63	2.33	17	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1093	2	2	162.75	81.38	69.90	5	5.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
260	1	1	136.76	136.76	73.99	5	13	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
283	56	61	57812.43	947.74	787.20	4.34	22.82	8.20	4.92	HIGH_PERFORMER	2026-05-15 08:45:03.073
1070	6	6	1436.09	239.35	213.33	3.83	12.17	0.00	16.67	REGULAR	2026-05-15 08:45:03.073
1734	4	10	795.98	79.60	64.50	2.5	7.5	60.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
947	10	15	2861.11	190.74	176.33	2.47	13.78	13.33	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
406	2	2	334.29	167.15	129.95	4.5	8.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1611	1	2	254.16	127.08	67.00	5	9	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2275	1	1	39.46	39.46	23.90	0	33	100.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2129	55	57	5160.82	90.54	71.66	3.61	19.2	15.79	7.02	REGULAR	2026-05-15 08:45:03.073
469	26	40	2471.34	61.78	48.38	3.79	9.36	0.00	32.50	REGULAR	2026-05-15 08:45:03.073
801	3	3	99.14	33.05	20.90	3.67	6	0.00	33.33	REGULAR	2026-05-15 08:45:03.073
1797	3	3	299.57	99.86	86.57	2.33	13.5	33.33	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
220	4	4	406.41	101.60	92.45	4	4	0.00	25.00	REGULAR	2026-05-15 08:45:03.073
1216	1	1	66.69	66.69	59.30	1	18	100.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1548	1	1	39.99	39.99	32.50	4	2	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
907	62	66	4213.78	63.85	47.13	3.88	9.06	7.58	9.09	REGULAR	2026-05-15 08:45:03.073
1110	13	13	2987.20	229.78	172.38	3.92	19.62	23.08	7.69	REGULAR	2026-05-15 08:45:03.073
1442	5	5	248.88	49.78	37.54	3.6	11.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1903	6	6	421.16	70.19	51.25	4.5	10.5	0.00	16.67	REGULAR	2026-05-15 08:45:03.073
2235	6	7	874.51	124.93	106.34	3.71	12	14.29	0.00	REGULAR	2026-05-15 08:45:03.073
114	1	1	605.57	605.57	538.00	5	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
423	53	55	13146.52	239.03	213.94	3.61	13.17	10.91	5.45	REGULAR	2026-05-15 08:45:03.073
1594	11	11	1783.89	162.17	141.12	4.55	18.09	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2427	15	15	736.20	49.08	34.13	4.2	12.64	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2922	4	14	2864.78	204.63	183.00	3.57	12.22	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
755	7	7	702.06	100.29	81.39	4.43	9.86	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2676	1	1	81.34	81.34	59.00	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2590	1	1	2938.17	2938.17	2899.00	3	4	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
609	100	121	11655.53	96.33	81.62	4.4	8.6	1.65	5.79	REGULAR	2026-05-15 08:45:03.073
2281	12	12	594.13	49.51	31.23	4	14.42	16.67	8.33	REGULAR	2026-05-15 08:45:03.073
2736	16	17	1047.15	61.60	46.70	4.24	10.53	17.65	0.00	REGULAR	2026-05-15 08:45:03.073
277	17	17	682.15	40.13	21.20	4.47	8.59	17.65	5.88	REGULAR	2026-05-15 08:45:03.073
3068	3	3	445.53	148.51	130.38	4	14.33	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
68	2	2	120.88	60.44	37.50	5	6	50.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
1740	2	2	229.64	114.82	98.00	5	2.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2381	15	16	2126.61	132.91	97.99	3.5	15.69	12.50	6.25	REGULAR	2026-05-15 08:45:03.073
1053	252	260	12658.99	48.69	32.79	4.23	11.14	3.46	3.46	REGULAR	2026-05-15 08:45:03.073
2630	50	57	7216.29	126.60	113.79	4.81	8.07	12.28	1.75	REGULAR	2026-05-15 08:45:03.073
964	13	23	2270.52	98.72	79.25	2.87	12.27	0.00	8.70	LOW_REVIEW	2026-05-15 08:45:03.073
1302	12	13	4554.88	350.38	306.99	4.38	10.23	7.69	0.00	REGULAR	2026-05-15 08:45:03.073
715	14	14	2235.10	159.65	126.35	4.43	10.31	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1989	250	259	31115.86	120.14	100.27	4.33	12.51	4.63	6.95	REGULAR	2026-05-15 08:45:03.073
323	81	85	6149.27	72.34	58.86	4.53	12.25	7.06	2.35	REGULAR	2026-05-15 08:45:03.073
2530	13	16	1557.55	97.35	81.09	3.81	13.88	6.25	31.25	REGULAR	2026-05-15 08:45:03.073
1694	18	18	1933.62	107.42	88.59	4.33	9.11	0.00	5.56	REGULAR	2026-05-15 08:45:03.073
366	55	72	4262.73	59.20	46.23	4.28	12.11	13.89	5.56	REGULAR	2026-05-15 08:45:03.073
1651	5	6	1870.75	311.79	253.23	4.67	12	0.00	16.67	REGULAR	2026-05-15 08:45:03.073
28	2	8	918.40	114.80	88.30	4.75	18.25	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2089	10	11	829.75	75.43	58.64	3.82	12	0.00	9.09	REGULAR	2026-05-15 08:45:03.073
174	233	265	14843.69	56.01	39.78	4.25	11.05	1.51	20.38	REGULAR	2026-05-15 08:45:03.073
761	2	2	228.26	114.13	99.99	3.5	9.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1256	1	3	72.18	24.06	11.27	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1007	21	23	1960.90	85.26	64.54	3.3	13.95	13.04	13.04	REGULAR	2026-05-15 08:45:03.073
1010	21	21	1558.94	74.24	58.37	4.1	10.15	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1843	12	12	4880.84	406.74	389.77	3.5	9.25	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2338	3	3	77.17	25.72	11.50	2.33	27	33.33	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1402	50	52	13313.34	256.03	234.52	3.75	13.62	5.77	3.85	REGULAR	2026-05-15 08:45:03.073
3025	581	582	203355.89	349.41	332.31	4.31	13.32	10.14	5.33	HIGH_PERFORMER	2026-05-15 08:45:03.073
320	56	61	4413.61	72.35	56.17	4.08	10.27	1.64	3.28	REGULAR	2026-05-15 08:45:03.073
1156	25	33	2388.13	72.37	57.08	4.27	10.09	0.00	9.09	REGULAR	2026-05-15 08:45:03.073
74	58	61	23367.98	383.08	353.65	4.2	12.36	4.92	6.56	REGULAR	2026-05-15 08:45:03.073
2484	55	63	8496.68	134.87	112.65	4.05	8.94	0.00	4.76	REGULAR	2026-05-15 08:45:03.073
615	9	10	338.49	33.85	16.50	4.6	9.2	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1697	3	4	1058.49	264.62	247.65	2	6.5	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
