customer_sk	customer_unique_id	customer_city	customer_state	first_order_date	last_order_date	lifetime_orders	lifetime_value	avg_order_value	is_repeat_customer	customer_segment	dwh_create_date
92986	fb37b564ebbc8a5591a65b9cfa3d501e	ilheus	BA	2018-02-28	2018-02-28	1	47.00	47.00	0	NEW	2026-05-13 10:04:56.520
92987	fb394639f086fc97ca744c8507aff87a	rio de janeiro	RJ	2017-12-17	2017-12-17	1	181.96	181.96	0	NEW	2026-05-13 10:04:56.520
92988	fb39f19e07718c98dcc19dd8775216aa	joacaba	SC	2017-11-24	2017-11-24	1	66.74	66.74	0	NEW	2026-05-13 10:04:56.520
92989	fb3a2a76d5a443d3fb12048642c0dfc3	sao sebastiao	SP	2017-12-14	2017-12-14	1	515.44	515.44	0	NEW	2026-05-13 10:04:56.520
92990	fb3b6b966b6fe7af889f45402ceb06a3	matao	SP	2017-08-24	2017-08-24	1	196.61	196.61	0	NEW	2026-05-13 10:04:56.520
92991	fb3c2b037eb60ad2234266e7ba955715	sao paulo	SP	2018-03-06	2018-03-06	1	69.85	69.85	0	NEW	2026-05-13 10:04:56.520
92992	fb3c613bce3dd56a126ccae1764704e0	rio de janeiro	RJ	2017-04-12	2017-04-12	1	34.51	34.51	0	NEW	2026-05-13 10:04:56.520
92993	fb3d2759405ec9a4a3e8eb61653a0bec	brasilia	DF	2017-12-15	2017-12-15	1	178.27	178.27	0	NEW	2026-05-13 10:04:56.520
92994	fb3d8ccebd0bf10820934054536b8174	blumenau	SC	2017-12-15	2017-12-15	1	67.61	67.61	0	NEW	2026-05-13 10:04:56.520
92995	fb3e55014819eef5745a9c6c7a5444f7	rio de janeiro	RJ	2017-12-01	2017-12-01	1	241.36	241.36	0	NEW	2026-05-13 10:04:56.520
92996	fb3f3a60c883e25c1870545a9e6730a7	manaus	AM	2018-01-28	2018-01-28	1	136.61	136.61	0	NEW	2026-05-13 10:04:56.520
92997	fb405325ceb5abc1e7a1d001cc2860d1	bertioga	SP	2018-08-16	2018-08-16	1	58.58	58.58	0	NEW	2026-05-13 10:04:56.520
92998	fb4066be70ca3889392cd6d718fc5078	santos	SP	2018-06-06	2018-06-06	1	74.40	74.40	0	NEW	2026-05-13 10:04:56.520
92999	fb4106ad0e89610fcad8677358e42505	campinas	SP	2017-05-01	2017-05-01	1	114.76	114.76	0	NEW	2026-05-13 10:04:56.520
93000	fb431074d5dd2af3f1633481bdbca151	bento goncalves	RS	2018-05-02	2018-05-02	1	104.34	104.34	0	NEW	2026-05-13 10:04:56.520
93001	fb439305b7004d4a8eb0e38b2534706d	sao paulo	SP	2018-03-03	2018-03-03	1	42.78	42.78	0	NEW	2026-05-13 10:04:56.520
93002	fb43cf46b0667016c4684b61b26083c4	tabapua	SP	2017-11-10	2017-11-10	1	300.32	300.32	0	NEW	2026-05-13 10:04:56.520
93003	fb43f7ed2c5c1390f51720ccf1a9bb68	carapicuiba	SP	2017-11-25	2017-11-25	1	123.69	123.69	0	NEW	2026-05-13 10:04:56.520
93004	fb44ddeac7ee83170fb1985b195076d7	santo antonio do jacinto	MG	2017-11-24	2017-11-24	1	151.60	151.60	0	NEW	2026-05-13 10:04:56.520
93005	fb44e60c3e1ecd150e6249e974c1930e	lagoa dourada	MG	2018-03-27	2018-03-27	1	76.99	76.99	0	NEW	2026-05-13 10:04:56.520
93006	fb457a4b0139f480078e54089484b29d	salvador	BA	2018-05-06	2018-05-06	1	110.00	110.00	0	NEW	2026-05-13 10:04:56.520
93007	fb45ef83da61d08113e6bfc6d13b6e0c	santos	SP	2017-11-19	2017-11-19	1	24.17	24.17	0	NEW	2026-05-13 10:04:56.520
93008	fb46e0991d6b6e59664042808e5b59d9	campina grande	PB	2018-07-23	2018-07-23	1	152.91	152.91	0	NEW	2026-05-13 10:04:56.520
93009	fb4754d02671ec24fe5d4952f8b8ecd0	lavras	MG	2017-08-14	2017-08-14	1	285.63	285.63	0	NEW	2026-05-13 10:04:56.520
93010	fb47af94dca74bfde6b272ce67373015	sao paulo	SP	2017-06-27	2017-06-27	1	52.47	52.47	0	NEW	2026-05-13 10:04:56.520
93011	fb482506a95394b3430b97dd4d5188fe	florianopolis	SC	2018-05-10	2018-05-10	1	549.58	549.58	0	NEW	2026-05-13 10:04:56.520
93012	fb484251f6de7aaad9f22eda41426d53	parati	RJ	2017-08-10	2017-08-10	1	80.10	80.10	0	NEW	2026-05-13 10:04:56.520
93013	fb485c0feba34a134c01dddb334d36ba	bady bassitt	SP	2017-05-06	2017-05-06	1	83.84	83.84	0	NEW	2026-05-13 10:04:56.520
93014	fb485d47aaf4805284599c09e8843809	salvador	BA	2018-04-24	2018-04-24	1	132.40	132.40	0	NEW	2026-05-13 10:04:56.520
93015	fb48b86d9a78b53675c121e4ec8981ed	rio de janeiro	RJ	2016-10-07	2016-10-07	1	181.59	181.59	0	NEW	2026-05-13 10:04:56.520
93016	fb490a070c5dbc385afadcf0e56270bd	rio de janeiro	RJ	2017-12-08	2018-05-20	2	156.26	78.13	1	REGULAR	2026-05-13 10:04:56.520
93017	fb4a4bda0d99a11f1f638aa36160d07f	jaboticatubas	MG	2018-07-04	2018-07-04	1	808.87	808.87	0	NEW	2026-05-13 10:04:56.520
93018	fb4accbcbcd54672a8a8b195d9ff0ec8	itaueira	PI	2017-07-24	2017-08-16	2	173.62	86.81	1	REGULAR	2026-05-13 10:04:56.520
93019	fb4c2f8477e7f27b44535707bf4644b1	santos	SP	2017-05-17	2017-05-17	1	75.33	75.33	0	NEW	2026-05-13 10:04:56.520
93020	fb4dd583fc584e3e447af0d0eb6c4b0e	sao paulo	SP	2017-09-21	2017-09-21	1	162.64	162.64	0	NEW	2026-05-13 10:04:56.520
93021	fb4e9ba4acfdcc51c90e8c32ca90920e	tupa	SP	2017-11-11	2017-11-11	1	36.75	36.75	0	NEW	2026-05-13 10:04:56.520
93022	fb4eaa9db88c1a09318ffa87435b37db	bauru	SP	2018-06-07	2018-06-07	1	167.02	167.02	0	NEW	2026-05-13 10:04:56.520
93023	fb4f03aab91686aa8342c707dab0e26b	rio de janeiro	RJ	2018-03-16	2018-03-16	1	57.23	57.23	0	NEW	2026-05-13 10:04:56.520
93024	fb4f6ee2ee6ca62de0a0cbd319cde779	itaperuna	RJ	2017-05-19	2017-05-19	1	77.57	77.57	0	NEW	2026-05-13 10:04:56.520
93025	fb50cc72395bbea99b8d7ddd0d6f2035	palmas	PR	2018-01-14	2018-01-14	1	82.52	82.52	0	NEW	2026-05-13 10:04:56.520
93026	fb512346f037df411e4a62c3181f5aaf	campo grande	MS	2017-07-27	2017-07-27	1	45.90	45.90	0	NEW	2026-05-13 10:04:56.520
93027	fb51f201e03ae4c1660697b469f3333f	mairinque	SP	2017-01-31	2017-01-31	1	393.15	393.15	0	NEW	2026-05-13 10:04:56.520
93028	fb52b741585dcc9d87d214d5e0d4045d	caucaia	CE	2018-05-16	2018-05-16	1	68.04	68.04	0	NEW	2026-05-13 10:04:56.520
93029	fb5326fd8dd9f7f52bae66d01fc54936	cuiaba	MT	2017-02-20	2017-02-20	1	1290.79	1290.79	0	NEW	2026-05-13 10:04:56.520
93030	fb554546f4b290032e65366c8472a343	taubate	SP	2017-11-16	2017-11-16	1	401.26	401.26	0	NEW	2026-05-13 10:04:56.520
93031	fb55cc0d232e5396cd8c083dafc0ef1a	praia grande	SC	2018-03-02	2018-03-02	1	181.51	181.51	0	NEW	2026-05-13 10:04:56.520
93032	fb567adf300e73b60281b72af7702687	sao paulo	SP	2018-03-02	2018-03-02	2	168.22	84.11	1	REGULAR	2026-05-13 10:04:56.520
93033	fb56ada99f7af394b3451cfa524d4e70	timbo	SC	2018-05-20	2018-05-20	1	104.63	104.63	0	NEW	2026-05-13 10:04:56.520
93034	fb575d33f6ea4acec2a97cafc6f3764f	cariacica	ES	2017-05-14	2017-05-14	1	75.73	75.73	0	NEW	2026-05-13 10:04:56.520
93035	fb58528ee926d8efe2a87a2c97feae8f	santo andre	SP	2018-02-14	2018-02-14	1	21.77	21.77	0	NEW	2026-05-13 10:04:56.520
93036	fb59e2e9bdec569f4fc4a6aa5d0bbb72	taboao da serra	SP	2018-01-24	2018-01-24	1	300.12	300.12	0	NEW	2026-05-13 10:04:56.520
93037	fb5ad6c23182ac9a66db83611b62b18d	bituruna	PR	2017-11-18	2017-11-18	1	128.50	128.50	0	NEW	2026-05-13 10:04:56.520
93038	fb5c3647a694b8bbb8891cf08df7587c	aparecida	SP	2017-08-17	2017-08-17	1	57.80	57.80	0	NEW	2026-05-13 10:04:56.520
93039	fb5caf3872600bef6ccc25945909fb4d	sao paulo	SP	2018-07-20	2018-07-20	1	45.02	45.02	0	NEW	2026-05-13 10:04:56.520
93040	fb5d6babfa838e0e487e8263fdb0a124	rio de janeiro	RJ	2018-04-24	2018-04-24	1	41.32	41.32	0	NEW	2026-05-13 10:04:56.520
93041	fb5e89c121d9569d1a58e0afb54da971	ibirite	MG	2017-09-12	2017-09-12	2	142.46	71.23	1	REGULAR	2026-05-13 10:04:56.520
93042	fb5ee0b8be260230de20a023911f7dc2	sao paulo	SP	2018-01-16	2018-01-16	1	170.61	170.61	0	NEW	2026-05-13 10:04:56.520
93043	fb64c8672219488ed6f07db6740567d9	patos	PB	2017-04-29	2017-04-29	1	504.33	504.33	0	NEW	2026-05-13 10:04:56.520
93044	fb6534d42a2fbd05aae76186fe8bec4f	vitoria da conquista	BA	2018-05-07	2018-05-07	1	102.13	102.13	0	NEW	2026-05-13 10:04:56.520
93045	fb66ed13cc69f20249fe580efeb5402d	goiania	GO	2018-03-22	2018-03-22	1	127.45	127.45	0	NEW	2026-05-13 10:04:56.520
93046	fb67ca071f2c71a1c569a6ccf573719a	rio claro	SP	2018-06-27	2018-06-27	1	82.68	82.68	0	NEW	2026-05-13 10:04:56.520
93047	fb67e36c7821196d862282dc44ead86b	itajuba	MG	2017-01-13	2017-01-13	1	85.60	85.60	0	NEW	2026-05-13 10:04:56.520
93048	fb68daff9a009ca8d050e427e84c231e	cerro negro	SC	2017-12-20	2017-12-20	1	153.32	153.32	0	NEW	2026-05-13 10:04:56.520
93049	fb6b1aa35eda4a0793d8802986cac52a	cachoeiro de itapemirim	ES	2018-03-19	2018-03-19	1	133.25	133.25	0	NEW	2026-05-13 10:04:56.520
93050	fb6c9d0396437595920a8b87481f3b4b	florianopolis	SC	2018-08-14	2018-08-14	1	145.90	145.90	0	NEW	2026-05-13 10:04:56.520
93051	fb6c9db061508747a0c210851d29a4c3	andradina	SP	2018-05-18	2018-05-18	1	92.90	92.90	0	NEW	2026-05-13 10:04:56.520
93052	fb6d23db5ff184581786fbd6ef02bf77	sao paulo	SP	2017-11-30	2017-11-30	1	107.78	107.78	0	NEW	2026-05-13 10:04:56.520
93053	fb6dbb9417d65096d0f78e7c1551a9b6	teresina	PI	2017-06-13	2017-06-13	1	101.26	101.26	0	NEW	2026-05-13 10:04:56.520
93054	fb6ec8f4bc26e87e5f9addb7eba4cda8	curitiba	PR	2017-11-22	2017-11-22	1	68.12	68.12	0	NEW	2026-05-13 10:04:56.520
93055	fb6f67a96176030dbd8f1147afed40b4	miracema	RJ	2018-01-23	2018-01-23	1	72.18	72.18	0	NEW	2026-05-13 10:04:56.520
93056	fb6f9af66cfaf3d4bde172deb0e927eb	itabira	MG	2018-03-05	2018-03-05	1	81.60	81.60	0	NEW	2026-05-13 10:04:56.520
93057	fb6fb9d0e2c0e57e35db552606a2e7e8	itatiba	SP	2018-03-05	2018-03-05	1	135.66	135.66	0	NEW	2026-05-13 10:04:56.520
93058	fb6fc7f6be4755fb126441994310fedd	jundiai	SP	2017-11-24	2017-11-24	1	216.64	216.64	0	NEW	2026-05-13 10:04:56.520
93059	fb6ffdea3495cfb5236ef8dd1f18fbb1	perdizes	MG	2018-02-02	2018-02-02	1	124.90	124.90	0	NEW	2026-05-13 10:04:56.520
93060	fb70306f11800c44e016ca981ce4c64e	ipatinga	MG	2018-08-04	2018-08-04	1	59.46	59.46	0	NEW	2026-05-13 10:04:56.520
93061	fb70db26464e394fbb1183c5d5c36218	joao monlevade	MG	2017-08-30	2017-08-30	1	77.57	77.57	0	NEW	2026-05-13 10:04:56.520
93062	fb71ed60806ae68abb00194fa02647a4	belem	PA	2018-08-13	2018-08-13	1	1341.26	1341.26	0	NEW	2026-05-13 10:04:56.520
93063	fb727de0734b8b2255abe9b9429fc113	barbacena	MG	2018-04-30	2018-04-30	1	113.11	113.11	0	NEW	2026-05-13 10:04:56.520
93064	fb729c7c87e874dfba7d6f75d40026f5	niteroi	RJ	2018-05-25	2018-05-25	1	381.28	381.28	0	NEW	2026-05-13 10:04:56.520
93065	fb72d21d05847399e89c4488f468cc75	martins soares	MG	2017-10-15	2017-10-15	1	33.09	33.09	0	NEW	2026-05-13 10:04:56.520
93066	fb7321c807106363b749c783f41de4fc	sao paulo	SP	2018-05-15	2018-05-15	1	162.28	162.28	0	NEW	2026-05-13 10:04:56.520
93067	fb737b990b5facd01230b6708a067143	belo horizonte	MG	2017-02-14	2017-02-14	1	396.73	396.73	0	NEW	2026-05-13 10:04:56.520
93068	fb76aa9f6ec9c8ef364f27d3007fe38f	sao paulo	SP	2018-05-09	2018-05-09	1	108.78	108.78	0	NEW	2026-05-13 10:04:56.520
93069	fb76fb542caab10b86ecf698a3c49cfd	curitiba	PR	2017-07-21	2017-07-21	1	174.89	174.89	0	NEW	2026-05-13 10:04:56.520
93070	fb7832ae56255031b893cbeb6df21264	resende	RJ	2017-05-03	2017-05-03	1	115.90	115.90	0	NEW	2026-05-13 10:04:56.520
93071	fb78b34d4270dcaba9234e86ee14e987	coronel vivida	PR	2017-02-01	2017-02-01	1	100.64	100.64	0	NEW	2026-05-13 10:04:56.520
93072	fb79e8b88e925cad4e38413756bbb265	dois vizinhos	PR	2017-09-15	2017-09-15	1	105.24	105.24	0	NEW	2026-05-13 10:04:56.520
93073	fb7a109ee7860f4abed0072c7b43f8a5	brasilia	DF	2018-07-27	2018-07-27	1	361.89	361.89	0	NEW	2026-05-13 10:04:56.520
93074	fb7e29c65321441231990afc201c1b14	sao paulo	SP	2018-08-22	2018-08-28	2	314.34	157.17	1	REGULAR	2026-05-13 10:04:56.520
93075	fb7e8cedfe446e7e20dc61e00e84a722	sao paulo	SP	2018-01-12	2018-01-12	1	42.58	42.58	0	NEW	2026-05-13 10:04:56.520
93076	fb7ea0082938fcb1cce5782c4c85d75e	osasco	SP	2018-03-22	2018-03-22	1	27.79	27.79	0	NEW	2026-05-13 10:04:56.520
93077	fb7fa932316dcca7c7950750a20072f8	sao paulo	SP	2018-02-23	2018-02-23	1	65.00	65.00	0	NEW	2026-05-13 10:04:56.520
93078	fb8038205a1b4f9a90cb981e074e9be2	rio de janeiro	RJ	2018-02-19	2018-02-19	1	192.90	192.90	0	NEW	2026-05-13 10:04:56.520
93079	fb819201cf760172ecaca73892bc8603	osasco	SP	2017-06-28	2017-06-28	1	74.03	74.03	0	NEW	2026-05-13 10:04:56.520
93080	fb82affcdf98ee48d9d36c7feb802417	porto alegre	RS	2018-02-23	2018-02-23	2	294.72	147.36	1	REGULAR	2026-05-13 10:04:56.520
93081	fb83c342d48ae2f55e1a58a21694f293	sao paulo	SP	2017-04-25	2017-04-25	1	241.21	241.21	0	NEW	2026-05-13 10:04:56.520
93082	fb83cfe9c57b3fd0c1bb69d8b9664b08	sao paulo	SP	2018-06-08	2018-06-08	1	66.69	66.69	0	NEW	2026-05-13 10:04:56.520
93083	fb8497fbbc2245f9911574aa498414e7	sao paulo	SP	2018-01-16	2018-01-16	1	32.68	32.68	0	NEW	2026-05-13 10:04:56.520
93084	fb84a22dd1582b07ba9d7a6c451126f8	porto alegre	RS	2017-12-12	2017-12-12	1	238.43	238.43	0	NEW	2026-05-13 10:04:56.520
93085	fb84d8acab66aa9457ef4cca0737b76d	governador valadares	MG	2017-11-24	2017-11-24	1	136.60	136.60	0	NEW	2026-05-13 10:04:56.520
93086	fb84f290715f97ceeabf5148b7b171c5	sao paulo	SP	2018-01-22	2018-01-22	1	171.27	171.27	0	NEW	2026-05-13 10:04:56.520
93087	fb858ea00ed6b2356f27e1383e717ae3	santos	SP	2017-11-08	2017-11-08	1	220.59	220.59	0	NEW	2026-05-13 10:04:56.520
93088	fb85a32bf6a7f632024c991fd5c15931	vicosa	MG	2017-05-23	2017-05-23	1	48.10	48.10	0	NEW	2026-05-13 10:04:56.520
93089	fb88ebab2021f2706997dbf98a6790f5	tangara da serra	MT	2017-04-27	2017-04-27	1	53.70	53.70	0	NEW	2026-05-13 10:04:56.520
93090	fb89dfeb89e96bffacaa12cf8fee6cfb	sao bernardo do campo	SP	2017-08-03	2017-08-03	1	73.43	73.43	0	NEW	2026-05-13 10:04:56.520
93091	fb8a66c94c3191d60f030463441da01c	curitiba	PR	2017-06-08	2017-06-08	1	67.53	67.53	0	NEW	2026-05-13 10:04:56.520
93092	fb8a913d0a986905d267a24397386955	curitiba	PR	2018-04-11	2018-04-11	1	526.30	526.30	0	NEW	2026-05-13 10:04:56.520
93093	fb8b66219808090a349470966f874266	guaruja	SP	2018-02-23	2018-02-23	1	208.54	208.54	0	NEW	2026-05-13 10:04:56.520
93094	fb8b818c46431e02ea475e0324b9c23a	brasilia	DF	2017-09-18	2017-09-18	1	26.50	26.50	0	NEW	2026-05-13 10:04:56.520
93095	fb8b9c8f55411c927b6584f60d9cbbda	sao paulo	SP	2018-08-06	2018-08-06	1	30.82	30.82	0	NEW	2026-05-13 10:04:56.520
93096	fb8bc250f9f12a9121282d4b0d59485b	porto velho	RO	2018-03-18	2018-05-15	2	143.69	71.84	1	REGULAR	2026-05-13 10:04:56.520
93097	fb8c74f4449e5a62e3c1296f75304ae1	alfenas	MG	2018-02-08	2018-02-08	1	484.68	484.68	0	NEW	2026-05-13 10:04:56.520
93098	fb8d2b3c452a3d6f3f371219f636bb31	ibipora	PR	2018-07-13	2018-07-13	1	104.98	104.98	0	NEW	2026-05-13 10:04:56.520
93099	fb8fa768aa555a031e83ca4cad6cebb6	osasco	SP	2018-03-01	2018-03-01	1	48.08	48.08	0	NEW	2026-05-13 10:04:56.520
93100	fb90c6ed3ad0feb20e87265e1c70311d	belo horizonte	MG	2017-06-26	2017-06-26	1	59.10	59.10	0	NEW	2026-05-13 10:04:56.520
93101	fb90ea90896231b734fe639d04801328	brusque	SC	2017-04-19	2017-04-19	1	124.81	124.81	0	NEW	2026-05-13 10:04:56.520
93102	fb913dcc5bc28ef35f1a50d9483a5159	monte mor	SP	2018-05-04	2018-05-04	1	85.27	85.27	0	NEW	2026-05-13 10:04:56.520
93103	fb91a4b0aaf08a505d488c7c5e42fb4f	sao jose dos campos	SP	2018-05-02	2018-05-02	1	660.41	660.41	0	NEW	2026-05-13 10:04:56.520
93104	fb920961e4d8e55fd9c357976a611765	mongagua	SP	2017-03-25	2018-06-24	2	66.55	33.27	1	REGULAR	2026-05-13 10:04:56.520
93105	fb927b0b2ddb2d2bffb5076119a8bc13	sao paulo	SP	2018-04-01	2018-04-01	1	35.77	35.77	0	NEW	2026-05-13 10:04:56.520
93106	fb92843a696f8a7d35210c04785c2e33	dourados	MS	2018-05-13	2018-05-13	1	76.79	76.79	0	NEW	2026-05-13 10:04:56.520
93107	fb92f4e7893526f1a0f301123f9d1a64	rio de janeiro	RJ	2018-07-19	2018-07-19	1	137.02	137.02	0	NEW	2026-05-13 10:04:56.520
93108	fb9310710003399b031add3e55f34719	sao paulo	SP	2017-08-10	2017-08-10	1	748.24	748.24	0	NEW	2026-05-13 10:04:56.520
93109	fb933c9426bedb13e71038fa146fe6f2	agrolandia	SC	2018-05-25	2018-05-25	1	60.91	60.91	0	NEW	2026-05-13 10:04:56.520
93110	fb94a0ec084fa8e33ec943992e3c6929	pouso alegre	MG	2018-06-15	2018-06-15	1	1589.57	1589.57	0	NEW	2026-05-13 10:04:56.520
93111	fb95a6cc77699659a0a85f676059ca5d	piedade	SP	2017-10-12	2017-10-12	1	148.29	148.29	0	NEW	2026-05-13 10:04:56.520
93112	fb96080f9c84b3a7a70fb99ac286e235	brasilia	DF	2017-12-11	2017-12-11	1	35.00	35.00	0	NEW	2026-05-13 10:04:56.520
93113	fb96aa7fcec2e307d3d4788eb79e687d	bacabal	MA	2018-05-31	2018-05-31	1	233.93	233.93	0	NEW	2026-05-13 10:04:56.520
93114	fb9760235a090e1747caef67cc951f6c	tubarao	SC	2017-02-28	2017-02-28	1	79.78	79.78	0	NEW	2026-05-13 10:04:56.520
93115	fb9764436dea481226aa5072d82d5ee5	sao paulo	SP	2017-05-15	2017-05-15	1	169.92	169.92	0	NEW	2026-05-13 10:04:56.520
93116	fb98136edc2c0f996bfad36a0c7e1306	colombo	PR	2018-04-27	2018-04-27	1	1404.24	1404.24	0	NEW	2026-05-13 10:04:56.520
93117	fb98dba63ddb41a7f253e8f590e80107	sao sebastiao de campos	RJ	2017-12-19	2017-12-19	1	38.90	38.90	0	NEW	2026-05-13 10:04:56.520
93118	fb98fdc5f7cbfd7fc0e0553becb1e413	brasilia	DF	2018-04-03	2018-04-03	1	32.13	32.13	0	NEW	2026-05-13 10:04:56.520
93119	fb99cfd55992fdd347a3481dfb26c4fa	sao paulo	SP	2017-09-03	2017-09-03	1	647.54	647.54	0	NEW	2026-05-13 10:04:56.520
93120	fb9b04e7213176031e867b02ff3a4bd0	brasilia	DF	2018-03-21	2018-03-21	1	60.23	60.23	0	NEW	2026-05-13 10:04:56.520
93121	fb9bbd241311c681f09b955a1dda7999	belford roxo	RJ	2018-02-21	2018-02-21	1	188.44	188.44	0	NEW	2026-05-13 10:04:56.520
93122	fb9fda4bf298294256fe6813651849df	andradas	MG	2017-07-01	2017-07-01	1	149.14	149.14	0	NEW	2026-05-13 10:04:56.520
93123	fba04af40339d62dac17dd468283cca4	goianesia	GO	2017-05-31	2017-05-31	1	35.09	35.09	0	NEW	2026-05-13 10:04:56.520
93124	fba088c00c6128006534056c7b4b3a85	maua	SP	2018-05-03	2018-05-03	1	596.76	596.76	0	NEW	2026-05-13 10:04:56.520
93125	fba137b4e135ca6bbcaf90576ed1fb65	santana da vargem	MG	2018-03-24	2018-03-24	1	71.51	71.51	0	NEW	2026-05-13 10:04:56.520
93126	fba1c1b420183b877f78c6fd367d6063	piracicaba	SP	2017-10-23	2017-10-23	1	103.08	103.08	0	NEW	2026-05-13 10:04:56.520
93127	fba22f548197870cfac0da967919f8be	rio de janeiro	RJ	2017-12-15	2017-12-15	1	134.43	134.43	0	NEW	2026-05-13 10:04:56.520
93128	fba27b14aa22f909e523ad553978ceba	rio de janeiro	RJ	2018-04-26	2018-04-26	1	59.22	59.22	0	NEW	2026-05-13 10:04:56.520
93129	fba3a0077e88a03262c36b7f8735cd42	pouso alegre	MG	2018-01-15	2018-01-15	1	40.55	40.55	0	NEW	2026-05-13 10:04:56.520
93130	fba3a5580fc49484fd6a897a579d9e30	barretos	SP	2017-12-19	2017-12-19	1	40.10	40.10	0	NEW	2026-05-13 10:04:56.520
93131	fba5d1d0f1fe26bdc35ef9b048e341c8	niteroi	RJ	2017-09-12	2017-09-12	1	558.68	558.68	0	NEW	2026-05-13 10:04:56.520
93132	fba7e3ecf93da1f1a61795effb442d01	rio de janeiro	RJ	2018-01-02	2018-01-02	1	58.00	58.00	0	NEW	2026-05-13 10:04:56.520
93133	fba82fc4c0d84e7fe3c835074c447598	carapicuiba	SP	2018-08-25	2018-08-25	1	107.09	107.09	0	NEW	2026-05-13 10:04:56.520
93134	fba83d1eacc91d190e85e16a920f0a0b	rio de janeiro	RJ	2017-11-07	2017-11-07	1	242.32	242.32	0	NEW	2026-05-13 10:04:56.520
93135	fba846cf72d115e63aacb0f20be20685	sao paulo	SP	2017-09-13	2017-09-13	1	33.77	33.77	0	NEW	2026-05-13 10:04:56.520
93136	fba9dad1013693b7d732f8f8c838d763	fernandopolis	SP	2018-03-05	2018-03-05	1	67.12	67.12	0	NEW	2026-05-13 10:04:56.520
93137	fbaa308077169325fe1bcd0b05094984	jardim do serido	RN	2018-01-28	2018-01-28	1	361.07	361.07	0	NEW	2026-05-13 10:04:56.520
93138	fbaa71cb42c869a81a82a3dc8bcee236	japira	PR	2017-02-14	2017-02-14	1	75.44	75.44	0	NEW	2026-05-13 10:04:56.520
93139	fbab18f30a236d19360b3b8b08067b8c	sao paulo	SP	2018-06-26	2018-06-26	1	410.54	410.54	0	NEW	2026-05-13 10:04:56.520
93140	fbab43d9deb62df26f3b5b52f5abf48a	varzea paulista	SP	2017-11-02	2017-11-02	1	30.00	30.00	0	NEW	2026-05-13 10:04:56.520
93141	fbab790836a80473425e37664c81d984	itapeva	SP	2018-05-06	2018-05-06	1	53.69	53.69	0	NEW	2026-05-13 10:04:56.520
93142	fbab89fec7dfaf1ca92284e31b8bd0d9	brasilia	DF	2017-07-19	2017-07-19	1	127.21	127.21	0	NEW	2026-05-13 10:04:56.520
93143	fbac3948da21dc052716e0659d9f228c	sao paulo	SP	2017-09-24	2017-09-24	1	33.68	33.68	0	NEW	2026-05-13 10:04:56.520
93144	fbacf55907cfeeab0f1cb05ac31c429e	sao paulo	SP	2018-01-27	2018-01-27	2	282.06	141.03	1	REGULAR	2026-05-13 10:04:56.520
93145	fbad078fcfca26a3127967e603b94bfe	sao paulo	SP	2018-07-26	2018-07-26	1	85.81	85.81	0	NEW	2026-05-13 10:04:56.520
93146	fbad365e8064c09c9d468f1242a692c9	valinhos	SP	2018-05-18	2018-05-18	1	93.32	93.32	0	NEW	2026-05-13 10:04:56.520
93147	fbad662de6e9d6dec30dac3a946e05b3	matao	SP	2018-07-16	2018-07-16	1	32.79	32.79	0	NEW	2026-05-13 10:04:56.520
93148	fbae6016660678a3da410f4dac244dac	belo horizonte	MG	2017-12-16	2017-12-16	1	219.03	219.03	0	NEW	2026-05-13 10:04:56.520
93149	fbaeb8c818b319f15bc3123590fdbb08	sao paulo	SP	2018-01-22	2018-01-22	1	30.24	30.24	0	NEW	2026-05-13 10:04:56.520
93150	fbb000a7e40ca66c11582e563fade962	sao paulo	SP	2018-07-22	2018-07-22	1	56.60	56.60	0	NEW	2026-05-13 10:04:56.520
93151	fbb12b94afcf31408ac7820ec30e78d1	quixeramobim	CE	2018-08-07	2018-08-07	1	198.05	198.05	0	NEW	2026-05-13 10:04:56.520
93152	fbb12d5820cbb7afc51e9d1183406005	sao paulo	SP	2017-04-24	2017-04-24	1	109.68	109.68	0	NEW	2026-05-13 10:04:56.520
93153	fbb163a516fceac80fabc33c0e0453ad	lagarto	SE	2018-03-09	2018-03-09	1	80.83	80.83	0	NEW	2026-05-13 10:04:56.520
93154	fbb1652fcee86c31a7a95cc56b53d846	corupa	SC	2018-08-08	2018-08-08	1	143.49	143.49	0	NEW	2026-05-13 10:04:56.520
93155	fbb2357aa3892ff220b9db21553c9e88	atibaia	SP	2017-10-02	2017-10-02	1	612.38	612.38	0	NEW	2026-05-13 10:04:56.520
93156	fbb25ad1452fbf7e073a084f8c2cbda6	brasilia	DF	2018-02-17	2018-02-17	1	35.00	35.00	0	NEW	2026-05-13 10:04:56.520
93157	fbb3abe358fcda91763653b9975cf8e6	patrocinio	MG	2018-01-31	2018-01-31	1	49.96	49.96	0	NEW	2026-05-13 10:04:56.520
93158	fbb5d435ef9a71b9fd372330ff5b46ed	sao paulo	SP	2018-05-15	2018-05-15	1	89.36	89.36	0	NEW	2026-05-13 10:04:56.520
93159	fbb6fa8c3e376f1c0dd9b072fc70f57c	camacari	BA	2017-07-15	2017-07-15	1	47.69	47.69	0	NEW	2026-05-13 10:04:56.520
93160	fbb7bc2cb19342a739f67026540ebc53	cuiaba	MT	2018-02-15	2018-02-15	1	137.18	137.18	0	NEW	2026-05-13 10:04:56.520
